Track,Year,Artist,Yearly Rank,Source,Prefix,CH,40,10,PK,Time
Lucky,1985,Greg Kihn,188.0,a,1985_188,12.0,4.0,0.0,1.0,3:30
Lucky,1983,Eye To Eye,441.0,a,1983_441,2.0,0.0,0.0,1.0,4:17
Lucky,2009,Jason Mraz,199.0,h,2009_199,20.0,0.0,0.0,1.0,3:09
Lucky,2010,Glee Cast,138.0,h,2010_138,1.0,1.0,0.0,1.0,3:07
Lucky,2000,Britney Spears,94.0,y,2000_094,11.0,6.0,0.0,1.0,3:23
Lucky Day,1926,Revelers,130.0,m,1926_130,1.0,,,,
Lucky Day,1926,George Olsen & His Orchestra,52.0,m,1926_052,4.0,,,,
Lucky Lips,1957,Gale Storm,402.0,Top,1957_402,5.0,0.0,0.0,1.0,2:05
Lucky Lips,1957,Ruth Brown,195.0,BS,1957_195,9.0,5.0,0.0,1.0,2:03
Lucky Lips,1963,Cliff Richard,400.0,a,1963_400,8.0,0.0,0.0,1.0,2:41
Lucky Man,1971,"Emerson, Lake and Palmer",291.0,a,1971_291,12.0,0.0,0.0,1.0,4:36
Lucky Man,1976,Starbuck,385.0,a,1976_385,5.0,0.0,0.0,2.0,3:30
Lucky Man,2007,Montgomery Gentry,247.0,b,2007_247,17.0,0.0,0.0,1.0,3:16
Lucky Me,1971,"Moments, The",610.0,a,1971_610,2.0,0.0,0.0,1.0,3:09
Lucky Me,1980,Anne Murray,242.0,a,1980_242,8.0,0.0,0.0,2.0,3:06
Lullaby,1935,Reginald Foresythe & His Orchestra,163.0,m,1935_163,4.0,,,,
Lullaby,1989,"Cure, The",321.0,a,1989_321,8.0,0.0,0.0,1.0,4:07
Lullaby,1999,Shawn Mullins,45.0,a,1999_045,18.0,16.0,6.0,2.0,4:32
Lullaby,2011,Nickelback,435.0,h,2011_435,1.0,0.0,0.0,1.0,3:48
Lullaby Of Love,1961,Frank Gari,187.0,a,1961_187,12.0,6.0,0.0,1.0,2:10
Lullaby Of Love,1966,"Poppies, The",427.0,a,1966_427,6.0,0.0,0.0,2.0,2:17
Lullaby of Broadway,1935,Hal Kemp & His Orchestra,199.0,m,1935_199,3.0,,,,
Lullaby of Broadway,1935,Little Jack Little & His Orchestra,74.0,m,1935_074,8.0,,,,
Lullaby of Broadway,1935,Chick Bullock & His Orchestra,261.0,m,1935_261,1.0,,,,
Lullaby of Broadway,1935,Dorsey Brothers Orchestra,17.0,m,1935_017,11.0,,,2.0,
Luna Rossa (Blushing Moon),1952,Tony Martin,265.0,h,1952_242,1.0,,,,
Luna Rossa (Blushing Moon),1952,Alan Dean,244.0,h,1952_226,4.0,,,,
M-I-S-S-I-S-S-I-P-P-I,1950,Art Mooney & His Orchestra,248.0,h,1950_249,1.0,,,1.0,
M-I-S-S-I-S-S-I-P-P-I,1950,Red Foley,227.0,h,1950_229,3.0,,,1.0,2:31
M-I-S-S-I-S-S-I-P-P-I,1917,Anna Wheaton,23.0,m,1917_023,7.0,,,1.0,
M-I-S-S-I-S-S-I-P-P-I,1950,Bill Darnel,288.0,h,1950_291,1.0,,,1.0,
M-I-S-S-I-S-S-I-P-P-I,1950,Kay Starr,196.0,h,1950_196,1.0,,,1.0,
M-I-S-S-I-S-S-I-P-P-I,1917,Ada Jones,124.0,m,1917_124,1.0,,,,
M-O-T-H-E-R (A Word That Means the World to Me),1916,George Wilton Ballard,92.0,m,1916_092,2.0,,,,
M-O-T-H-E-R (A Word That Means the World to Me),1916,Henry Burr,1.0,m,1916_001,11.0,,,6.0,
Ma Blushin' Rosie,1901,Albert Campbell,1.0,m,1901_001,11.0,,,7.0,
Ma Blushin' Rosie,1901,S. H. Dudley,25.0,m,1901_025,4.0,,,,
Ma Tiger Lily,1900,Len Spencer,7.0,m,1900_007,10.0,,,5.0,
Ma Tiger Lily,1900,Arthur Collins,2.0,m,1900_002,11.0,,,6.0,
MacArthur Park,1978,Donna Summer,8.0,a,1978_008,20.0,15.0,9.0,3.0,3:59
MacArthur Park,1968,Richard Harris,29.0,a,1968_029,13.0,10.0,5.0,1.0,7:20
MacArthur Park,1969,Waylon Jennings,602.0,a,1969_602,2.0,0.0,0.0,2.0,5:10
Mack The Knife,1960,Ella Fitzgerald,190.0,a,1960_190,14.0,7.0,0.0,1.0,4:42
Mack The Knife,1959,Bobby Darin,1.0,a,1959_001,26.0,22.0,16.0,9.0,3:04
Madelaine,1942,Bob Chester & His Orchestra,225.0,m,1942_229,1.0,,,,
Madelaine,1942,Sammy Kaye & His Orchestra,83.0,m,1942_153,7.0,,,,
Mademoiselle,1952,Eddy Howard & His Orchestra,112.0,h,1952_112,6.0,,,,
Mademoiselle,1976,Styx,202.0,a,1976_202,11.0,3.0,0.0,1.0,3:25
Magic,1980,Olivia Newton-John,8.0,a,1980_008,23.0,16.0,9.0,4.0,4:25
Magic,1975,Pilot,69.0,a,1975_069,20.0,12.0,4.0,1.0,3:03
Magic,2008,Robin Thicke,249.0,b,2008_248,17.0,0.0,0.0,1.0,3:53
Magic,2014,Coldplay,110.0,h,2014_067,14.0,2.0,0.0,1.0,4:45
Magic,2009,Selena Gomez,260.0,h,2009_260,4.0,0.0,0.0,1.0,2:49
Magic,2010,B.o.B.,59.0,h,2010_059,20.0,13.0,1.0,1.0,3:16
Magic,2012,Future,231.0,h,2012_231,9.0,0.0,0.0,1.0,3:31
Magic,1984,"Cars, The",92.0,a,1984_092,17.0,11.0,0.0,3.0,3:57
Magic Carpet Ride,1995,"Mighty Dub Kats, The",204.0,a,1995_204,20.0,0.0,0.0,3.0,4:00
Magic Carpet Ride,1988,Bardeux,337.0,a,1988_337,7.0,0.0,0.0,1.0,3:30
Magic Carpet Ride,1968,Steppenwolf,36.0,a,1968_036,16.0,13.0,7.0,1.0,2:55
Magic Man,1981,Herb Alpert,364.0,a,1981_364,5.0,0.0,0.0,1.0,3:45
Magic Man,1976,Heart,79.0,a,1976_079,23.0,14.0,2.0,1.0,5:27
Magnificent,2009,U2,346.0,h,2009_346,1.0,0.0,0.0,1.0,5:24
Magnificent,2009,Rick Ross,263.0,h,2009_263,11.0,0.0,0.0,1.0,4:19
"Main Title From ""The Man With The Golden Arm""",1956,Buddy Morrow,440.0,Top,1956_440,4.0,0.0,0.0,1.0,2:40
"Main Title From ""The Man With The Golden Arm""",1956,Elmer Bernstein,116.0,BS,1956_116,15.0,9.0,0.0,1.0,3:14
"Main Title From ""The Man With The Golden Arm""",1956,Billy May and His Orchestra,275.0,Top,1956_275,14.0,0.0,0.0,1.0,2:50
Mairzy Doats,1967,"Innocence, The",531.0,a,1967_531,3.0,0.0,0.0,1.0,1:40
Mairzy Doats,1944,Al Trace & His Orchestra,67.0,h,1944_067,9.0,,,,
Mairzy Doats,1944,Pied Pipers,76.0,h,1944_076,1.0,,,,
Mairzy Doats,1944,Lawrence Welk & His Orchestra,154.0,h,1944_154,2.0,,,,
Mairzy Doats,1944,Merry Macs,11.0,h,1944_011,15.0,,,5.0,2:42
Make Believe,1921,Isham Jones & His Orchestra,45.0,m,1921_045,5.0,,,,
Make Believe,1908,Ada Jones & Billy Murray,20.0,m,1908_020,6.0,,,,
Make Believe,1982,Toto,172.0,a,1982_172,13.0,5.0,0.0,3.0,3:41
Make Believe,1921,Paul Whiteman & His Orchestra,16.0,m,1921_016,9.0,,,2.0,
Make Believe,1969,Wind,205.0,a,1969_205,9.0,4.0,0.0,1.0,2:50
Make Believe,1928,Paul Whiteman & His Orchestra (Vocal Bing Crosby),77.0,m,1928_077,5.0,,,,
Make Believe,1921,Ben Selvin & His Orchestra,139.0,m,1921_139,1.0,,,,
Make Believe,1921,Nora Bayes (Charles Prince Orchestra),10.0,m,1921_010,10.0,,,3.0,
Make Believe Island,1940,Sammy Kaye & His Orchestra,256.0,h,1940_141,1.0,,,,
Make Believe Island,1940,Jan Savitt & His Orchestra,91.0,h,1940_068,2.0,,,,
Make Believe Island,1940,Dick Todd,177.0,h,1940_123,4.0,,,,
Make Believe Island,1940,Dick Jurgens & His Orchestra,224.0,h,1940_125,2.0,,,,
Make It Easy On Yourself,1965,"Walker Bros., The",165.0,a,1965_165,10.0,6.0,0.0,1.0,3:12
Make It Easy On Yourself,1970,Dionne Warwick,229.0,a,1970_229,8.0,2.0,0.0,1.0,3:32
Make It Easy On Yourself,1962,Jerry Butler,177.0,a,1962_177,11.0,4.0,0.0,1.0,2:38
Make It Rain,2007,Fat Joe,75.0,b,2007_075,24.0,20.0,0.0,1.0,4:11
Make It Rain,2014,Matt McAndrew,405.0,h,2014_295,1.0,0.0,0.0,1.0,3:36
Make It Rain,2011,Travis Porter,447.0,h,2011_447,6.0,0.0,0.0,1.0,4:00
Make It Rain,2015,Koryn Hawthorne,191.0,h,2015-191,1.0,0.0,0.0,1.0,3:22
Make It Rain,2014,Ed Sheeran,395.0,h,2014_129,2.0,1.0,0.0,1.0,6:42
Make It With You,1970,Bread,18.0,a,1970_018,17.0,13.0,10.0,1.0,3:14
Make It With You,1977,"Whispers, The",444.0,a,1977_444,4.0,0.0,0.0,2.0,3:58
Make Love To Me,1967,Johnny Thunder,698.0,a,1967_698,1.0,0.0,0.0,1.0,2:18
Make Love To Me,1979,Helen Reddy,339.0,a,1979_339,10.0,0.0,0.0,2.0,3:48
Make The World Go Away,1975,Donny and Marie Osmond,274.0,a,1975_274,6.0,0.0,0.0,2.0,2:47
Make The World Go Away,1963,Timi Yuro,205.0,a,1963_205,11.0,7.0,0.0,1.0,2:37
Make The World Go Away,1963,Ray Price,654.0,a,1963_654,1.0,0.0,0.0,1.0,2:28
Make The World Go Away,1965,Eddy Arnold,66.0,a,1965_066,14.0,10.0,3.0,1.0,2:37
Make Up Your Mind,1982,Aurra,363.0,a,1982_363,7.0,0.0,0.0,1.0,3:15
Make Up Your Mind,1973,J. Geils Band,525.0,a,1973_525,2.0,0.0,0.0,2.0,3:16
Make Yourself Comfortable,1955,Andy Griffith,173.0,BS,1955_173,1.0,1.0,,1.0,3:30
Make Yourself Comfortable,1955,Peggy King,179.0,Top,1955_179,1.0,1.0,,1.0,3:02
Make Yourself Comfortable,1955,Sarah Vaughan,44.0,DJ,1955_044,15.0,15.0,9.0,3.0,2:36
Makin' Love,1978,Climax Blues Band,438.0,a,1978_438,4.0,0.0,0.0,2.0,3:30
Makin' Love,1959,Floyd Robinson,141.0,a,1959_141,18.0,12.0,0.0,1.0,1:56
Makin' Whoopee,1929,Paul Whiteman & His Orchestra (Vocal Bing Crosby),84.0,m,1929_084,5.0,,,,
Makin' Whoopee,1965,Ray Charles,347.0,a,1965_347,8.0,0.0,0.0,1.0,3:16
Makin' Whoopee,1929,Eddie Cantor,17.0,m,1929_017,10.0,,,2.0,
Makin' Whoopee,1929,Ben Bernie & His Orchestra,187.0,m,1929_187,2.0,,,,
Mam'selle,1947,Pied Pipers,41.0,h,1947_040,11.0,,,,3:03
Mam'selle,1947,Art Lund,12.0,h,1947_012,13.0,,,2.0,3:15
Mam'selle,1947,Dick Haymes,40.0,h,1947_041,11.0,,,,3:04
Mam'selle,1947,Frank Sinatra,16.0,h,1947_018,10.0,,,1.0,3:19
Mam'selle,1947,Frankie Laine,159.0,h,1947_157,2.0,,,,2:53
Mam'selle,1947,Ray Dorey,77.0,h,1947_076,8.0,,,,3:06
Mam'selle,1947,Dennis Day,96.0,h,1947_087,5.0,,,,2:49
Mama,1960,Connie Francis,80.0,a,1960_080,13.0,9.0,3.0,1.0,3:55
Mama,1941,Horace Heidt & His Orchestra,154.0,m,1941_215,6.0,,,,
Mama,1966,B.J. Thomas,214.0,a,1966_214,8.0,5.0,0.0,1.0,2:45
Mama,1983,Genesis,357.0,a,1983_357,9.0,0.0,0.0,1.0,6:07
Mama Guitar,1957,Don Cornell,268.0,Top,1957_268,8.0,0.0,0.0,1.0,2:35
Mama Guitar,1957,Julius LaRosa,481.0,Top,1957_481,1.0,0.0,0.0,1.0,2:20
Mama Sang A Song,1962,Bill Anderson,549.0,a,1962_549,4.0,0.0,0.0,1.0,3:27
Mama Sang A Song,1962,Stan Kenton,249.0,a,1962_249,9.0,4.0,0.0,1.0,3:02
Mama Sang A Song,1962,Walter Brennan,283.0,a,1962_283,8.0,1.0,0.0,1.0,2:52
Mama Weer All Crazee Now,1973,Slade,406.0,a,1973_406,10.0,0.0,0.0,1.0,3:42
Mama Weer All Crazee Now,1984,Quiet Riot,254.0,a,1984_254,12.0,0.0,0.0,2.0,3:38
Mama's Song,2010,Carrie Underwood,271.0,h,2010_271,18.0,0.0,0.0,1.0,4:00
Mama's Song,2009,Carrie Underwood,334.0,h,2009_334,1.0,0.0,0.0,1.0,4:03
Mamacita,1975,"Grass Roots, The",411.0,a,1975_411,11.0,0.0,0.0,1.0,3:20
Mamacita,2001,Public Announcement,159.0,y,2001_159,8.0,2.0,0.0,2.0,3:47
Mame,1966,Louis Armstrong,572.0,a,1966_572,4.0,0.0,0.0,2.0,2:15
Mame,1966,Herb Alpert And The Tijuana Brass,183.0,a,1966_183,8.0,6.0,0.0,2.0,2:08
Mame,1966,Bobby Darin,413.0,a,1966_413,7.0,0.0,0.0,1.0,2:16
Mamma Mia,2008,Meryl Streep,407.0,b,2008_407,1.0,0.0,0.0,1.0,3:34
Mamma Mia,1976,ABBA,184.0,a,1976_184,9.0,4.0,0.0,2.0,3:31
Mammy Blue,1971,Pop-Tops,350.0,a,1971_350,10.0,0.0,0.0,2.0,3:51
Mammy Blue,1973,Stories,283.0,a,1973_283,8.0,0.0,0.0,1.0,3:41
Man In The Mirror,1988,Michael Jackson,9.0,a,1988_009,17.0,13.0,7.0,2.0,4:55
Man In The Mirror,2011,Glee Cast,357.0,h,2011_357,1.0,0.0,0.0,1.0,4:06
Man In The Mirror,2011,Adam Levine,197.0,h,2011_197,1.0,0.0,0.0,1.0,3:22
"Managua, Nicaragua",1947,Guy Lombardo & His Royal Canadians,15.0,h,1947_014,15.0,,,1.0,3:05
"Managua, Nicaragua",1947,Freddy Martin & His Orchestra,9.0,h,1947_008,13.0,,,3.0,2:50
Mandalay,1921,Henry Burr & Albert Campbell,131.0,m,1921_131,1.0,,,,
Mandalay,1924,Al Jolson,27.0,m,1924_027,5.0,,,,
Mandalay,1924,Paul Whiteman & His Orchestra,73.0,m,1924_073,2.0,,,,
Mandy,1919,Shannon Four,39.0,m,1919_039,6.0,,,,
Mandy,1919,Van & Schenck,17.0,m,1919_017,7.0,,,2.0,
Mandy,1975,Barry Manilow,30.0,a,1975_030,16.0,12.0,5.0,1.0,3:20
Mandy,1920,Ben Selvin & His Orchestra,56.0,m,1920_056,3.0,,,,
Mandy Lee,1900,Harry Macdonough,24.0,m,1900_024,3.0,,,,
Mandy Lee,1900,Arthur Collins,4.0,m,1900_004,8.0,,,6.0,
Mandy Lee,1900,Albert Campbell,10.0,m,1900_010,5.0,,,4.0,
"Mandy, Make Up Your Mind",1943,Tommy Dorsey & His Orchestra,89.0,m,1943_104,2.0,,,,
"Mandy, Make Up Your Mind",1925,Paul Whiteman & His Orchestra,43.0,m,1925_043,4.0,,,,
Maneater,1982,Daryl Hall & John Oates,5.0,a,1982_005,23.0,17.0,13.0,3.0,4:30
Maneater,2006,Nelly Furtado,88.0,b,2006_088,20.0,7.0,0.0,2.0,4:18
Manhattan,1925,Ben Selvin & His Orchestra (Knickerbockers),7.0,m,1925_007,10.0,,,4.0,
Manhattan,1925,Paul Whiteman & His Orchestra,27.0,m,1925_027,6.0,,,,
Manhattan Serenade,1942,Jimmy Dorsey & His Orchestra,163.0,m,1942_172,1.0,,,,
Manhattan Serenade,1942,Tommy Dorsey & His Orchestra,37.0,h,1942_083,14.0,,,,
Manhattan Serenade,1942,Harry James & His Orchestra,84.0,h,1942_066,4.0,,,,
Manhattan Spiritual,1959,Reg Owen and His Orchestra,88.0,a,1959_088,16.0,13.0,2.0,2.0,2:44
Manhattan Spiritual,1975,Mike Post,340.0,a,1975_340,7.0,0.0,0.0,2.0,3:19
Many Times,1953,Eddie Fisher,29.0,h,1953_027,16.0,,,,2:29
Many Times,1953,Percy Faith & His Orchestra,423.0,m,1953_423,1.0,,,,
Maple Leaf Rag,1907,Vess Ossman,36.0,m,1907_036,3.0,,,,
Maple Leaf Rag,1907,U.S. Marine Band,23.0,m,1907_023,5.0,,,1.0,
Maps,2004,Yeah Yeah Yeahs,281.0,y,2004_281,13.0,0.0,0.0,2.0,3:34
Maps,2014,Maroon 5,226.0,h,2014_032,22.0,21.0,8.0,1.0,3:09
March of the Toys,1911,Victor Herbert & His Orchestra,41.0,m,1911_041,4.0,,,,
March of the Toys,1939,Tommy Dorsey & His Orchestra,226.0,m,1939_226,4.0,,,,
Marcheta,1924,John McCormack,161.0,m,1924_161,1.0,,,,
Marcheta,1922,Olive Kline & Elsie Baker,62.0,m,1922_062,3.0,,,,
Marcheta,1923,Isham Jones & His Orchestra,83.0,m,1923_083,2.0,,,,
Margie,1921,Frank Crumit,85.0,m,1921_085,2.0,,,,
Margie,1921,Eddie Cantor,6.0,m,1921_006,12.0,,,5.0,
Margie,1939,Don Redman & His Orchestra,276.0,m,1939_276,1.0,,,,
Margie,1959,Fats Domino,308.0,a,1959_308,8.0,0.0,0.0,1.0,2:15
Margie,1920,Gene Rodemich & His Orchestra,76.0,m,1920_076,3.0,,,,
Margie,1921,Ted Lewis & His Band,36.0,m,1921_036,5.0,,,,
Margie,1934,Claude Hopkins & His Orchestra,73.0,m,1934_073,4.0,,,,
Margie,1921,Original Dixieland Jazz Band,118.0,m,1921_118,1.0,,,,
Maria,1962,Johnny Mathis,541.0,a,1962_541,3.0,0.0,0.0,1.0,3:45
Maria,1960,Johnny Mathis,458.0,a,1960_458,4.0,0.0,0.0,1.0,3:45
Maria,1999,Blondie,281.0,a,1999_281,6.0,0.0,0.0,1.0,4:48
Maria,1962,Roger Williams,333.0,a,1962_333,8.0,0.0,0.0,1.0,2:45
Maria,1996,Ricky Martin,288.0,a,1996_288,14.0,0.0,0.0,2.0,4:30
Maria,1992,TKA,191.0,a,1992_191,18.0,0.0,0.0,1.0,6:46
Maria Elena,1963,Los Indios Tabajaras,71.0,a,1963_071,14.0,10.0,4.0,1.0,3:09
Maria Elena,1941,Tony Pastor & His Orchestra,99.0,h,1941_076,3.0,,,,
Maria Elena,1941,Wayne King & His Orchestra,33.0,h,1941_022,8.0,,,1.0,
Maria Elena,1941,Lawrence Welk & His Orchestra,229.0,m,1941_238,2.0,,,,
Maria Elena,1941,Jimmy Dorsey & His Orchestra,5.0,h,1941_006,18.0,,,6.0,
Marianne,1957,"Hilltoppers, The",40.0,JB,1957_040,16.0,13.0,9.0,1.0,2:13
Marianne,1957,"Lane Brothers, The",342.0,Top,1957_342,4.0,0.0,0.0,1.0,2:26
Marianne,1929,Arden-Ohman Orchestra,171.0,m,1929_171,2.0,,,,
Marianne,1957,Burl Ives,426.0,Top,1957_426,5.0,0.0,0.0,1.0,2:51
Marianne,1957,Terry Gilkyson and the Easy Riders,48.0,JB,1957_048,19.0,14.0,7.0,1.0,2:20
Marianne,1971,Stephen Stills,265.0,a,1971_265,8.0,0.0,0.0,2.0,2:27
Marie,1922,Ted Lewis & His Band,63.0,m,1922_063,3.0,,,,
Marie,1938,Tommy Dorsey & His Orchestra,304.0,m,1938_304,2.0,,,,
Marie,1937,Tommy Dorsey & His Orchestra,19.0,m,1937_019,8.0,,,2.0,
Marie,1954,Four Tunes,84.0,h,1954_083,6.0,,,,
Marie,1929,Rudy Vallee & His Connecticut Yankees,25.0,m,1929_025,8.0,,,1.0,
Marie,1929,Franklyn Baur,170.0,m,1929_170,3.0,,,,
Marie,1929,Nat Shilkret & The Victor Orchestra,92.0,m,1929_092,6.0,,,,
Marie,1965,"Bachelors, The",154.0,a,1965_154,10.0,7.0,0.0,2.0,2:18
Marina,1959,Rocco Granata,203.0,a,1959_203,11.0,7.0,0.0,1.0,2:35
Marina,1959,Willy Alberti,261.0,a,1959_261,8.0,0.0,0.0,1.0,2:47
Marina,1959,Jacky Noguez and His Orchestra,498.0,a,1959_498,3.0,0.0,0.0,1.0,2:43
Marry Me,2011,Train,146.0,h,2011_146,20.0,3.0,0.0,1.0,3:25
Marry Me,2013,Jason DeRulo,119.0,h,2013_119,17.0,8.0,0.0,1.0,3:45
Marry You,2010,Glee Cast,158.0,h,2010_158,2.0,1.0,0.0,1.0,3:45
Marry You,2011,Bruno Mars,405.0,h,2011_405,9.0,0.0,0.0,1.0,3:50
Marta (Rambling Rose of the Wildwood),1950,Tony Martin,156.0,h,1950_160,6.0,,,1.0,
Marta (Rambling Rose of the Wildwood),1932,Arthur Tracy,225.0,m,1932_225,1.0,,,,
Mary,1911,Elizabeth Wheeler & Haydn Quartet,94.0,m,1911_094,2.0,,,,
Mary,1919,Joseph C. Smith's Orchestra,78.0,m,1919_078,2.0,,,,
Mary Ann,1928,Cliff Edwards,27.0,m,1928_027,7.0,,,,
Mary Ann,1928,Ted Lewis & His Band,106.0,m,1928_106,4.0,,,,
Mary Lou,1927,Ipana Troubadors,80.0,m,1927_080,4.0,,,,
Mary Lou,1959,Ronnie Hawkins,177.0,a,1959_177,16.0,7.0,0.0,1.0,2:08
Mary Lou,1926,Abe Lyman & His California Orchestra,34.0,m,1926_034,5.0,,,,
"Mary, You're a Little Bit Old-Fashioned",1914,Charles Harrison,37.0,m,1914_037,7.0,,,,
"Mary, You're a Little Bit Old-Fashioned",1914,Walter Van Brunt,81.0,m,1914_081,2.0,,,,
Masquerade,1928,Ben Selvin & His Orchestra,142.0,m,1928_142,3.0,,,,
Masquerade,1983,Berlin,413.0,a,1983_413,3.0,0.0,0.0,1.0,4:04
Masquerade,1932,Ted Black & His Orchestra,30.0,m,1932_030,7.0,,,,
Masterpiece,1992,Atlantic Starr,28.0,a,1992_028,20.0,19.0,9.0,1.0,4:15
Masterpiece,2015,Jessie J,45.0,h,2015-045,3.0,0.0,0.0,1.0,3:40
Masterpiece,1973,"Temptations, The",74.0,a,1973_074,14.0,11.0,2.0,1.0,4:26
Matinee,1948,Buddy Clark,225.0,m,1948_270,1.0,,,,
Matinee,1948,Vaughn Monroe & His Orchestra,157.0,m,1948_222,4.0,,,,
May I?,1934,Eddy Duchin & His Orchestra,238.0,m,1934_238,2.0,,,,
May I?,1934,Bing Crosby,59.0,m,1934_059,6.0,,,,
Maybe,1940,Dinah Shore,,h,1940_116,,,,,
Maybe,1965,"Shangri-Las, The",625.0,a,1965_625,2.0,0.0,0.0,1.0,2:35
Maybe,1970,"Three Degrees, The",193.0,a,1970_193,12.0,4.0,0.0,1.0,4:06
Maybe,1958,"Chantels, The",125.0,Top,1958_125,18.0,12.0,0.0,1.0,2:49
Maybe,2011,Sick Puppies,243.0,h,2011_243,15.0,0.0,0.0,1.0,3:26
Maybe,1927,Jesse Crawford with Nat Shilkret & The Victor Orchestra),146.0,m,1927_146,3.0,,,,
Maybe,1940,Ink Spots,23.0,h,1940_012,17.0,,,6.0,
Maybe,1940,Bobby Byrne & His Orchestra,243.0,h,1940_137,1.0,,,,
Maybe,1952,Perry Como & Eddie Fisher,26.0,h,1952_026,18.0,,,,2:54
Maybe It's Because,1949,Dick Haymes,48.0,h,1949_051,18.0,,,1.0,3:14
Maybe It's Because,1949,Bob Crosby & His Orchestra,219.0,h,1949_219,3.0,,,1.0,
Maybe It's Because,1949,Eddy Howard & His Orchestra,75.0,h,1949_076,14.0,,,4.0,2:55
Maybe It's Because I Love You Too Much,1933,Rudy Vallee & His Connecticut Yankees,66.0,m,1933_066,4.0,,,,
Maybe It's Because I Love You Too Much,1933,Leo Reisman & His Orchestra,192.0,m,1933_192,1.0,,,,
Maybe Tomorrow,1969,Iveys,439.0,a,1969_439,6.0,0.0,0.0,1.0,2:50
Maybe Tomorrow,1971,"Jackson 5, The",156.0,a,1971_156,9.0,6.0,0.0,1.0,4:29
Mazie,1921,Yerkes Jazarimba Orchestra,31.0,m,1921_031,5.0,,,,
Mazie,1921,Green Brothers Novelty Band,156.0,m,1921_156,1.0,,,,
McNamara's Band,1946,Bing Crosby & Jesters,132.0,h,1946_133,4.0,,,,2:41
McNamara's Band,1940,Jesters,284.0,m,1940_292,1.0,,,,
Me About You,1969,"Lovin' Spoonful, The",579.0,a,1969_579,2.0,0.0,0.0,2.0,2:49
Me About You,1967,"Mojo Men, The",570.0,a,1967_570,3.0,0.0,0.0,1.0,2:15
Me Against The Music,2003,Britney Spears,151.0,y,2003_151,13.0,4.0,0.0,1.0,3:43
Me Against The Music,2010,Glee Cast,277.0,h,2010_277,1.0,0.0,0.0,1.0,3:45
Me And Bobby McGee,1972,Jerry Lee Lewis,245.0,a,1972_245,10.0,1.0,0.0,1.0,3:10
Me And Bobby McGee,1971,Janis Joplin,13.0,a,1971_013,15.0,12.0,8.0,2.0,4:09
Me And My Shadow,1927,Nat Shilkret & The Victor Orchestra (Vocal Johnny Marvin),55.0,m,1927_055,7.0,,,,
Me And My Shadow,1962,Frank Sinatra,407.0,a,1962_407,6.0,0.0,0.0,1.0,3:04
Me Without You,1935,Joe Morrison,255.0,m,1935_255,1.0,,,,
Me Without You,1965,Mary Wells,662.0,a,1965_662,2.0,0.0,0.0,2.0,2:40
Me and My Shadow,1927,Whispering Jack Smith,6.0,m,1927_006,14.0,,,4.0,
Me and My Shadow,1927,Johnny Marvin,195.0,m,1927_195,1.0,,,,
Me and the Man in the Moon,1929,Helen Kane,81.0,m,1929_081,5.0,,,,
Me and the Man in the Moon,1929,Ted Weems & His Orchestra,150.0,m,1929_150,2.0,,,,
Me and the Man in the Moon,1929,Cliff Edwards,223.0,m,1929_223,1.0,,,,
Mean to Me,1929,Ruth Etting,31.0,m,1929_031,9.0,,,,
Mean to Me,1937,Teddy Wilson & His Orchestra (Vocal Billie Holiday),118.0,m,1937_118,4.0,,,,
Mean to Me,1929,Helen Morgan,130.0,m,1929_130,3.0,,,,
Meditation (Meditacao),1966,Claudine Longet,712.0,a,1966_712,2.0,0.0,0.0,1.0,3:10
Meditation (Meditacao),1963,Pat Boone,569.0,a,1963_569,1.0,0.0,0.0,1.0,2:40
Meditation (Meditacao),1963,Charlie Byrd,426.0,a,1963_426,9.0,0.0,0.0,1.0,2:30
"Medley From ""Superstar"" (A Rock Opera)",1971,"Assembled Multitude, The",621.0,a,1971_621,1.0,0.0,0.0,1.0,2:47
"Medley From ""Superstar"" (A Rock Opera)",1971,"Assembled Multitude, The",580.0,a,1971_580,1.0,0.0,0.0,1.0,2:47
"Meet Me in Rose-Time, Rosie",1909,Frank Stanley & Byron G. Harlan,25.0,m,1909_025,4.0,,,,
"Meet Me in Rose-Time, Rosie",1909,Billy Murray & Haydn Quartet,63.0,m,1909_063,1.0,,,,
"Meet Me in St. Louis, Louis",1904,Billy Murray,2.0,m,1904_002,14.0,,,9.0,
"Meet Me in St. Louis, Louis",1944,Judy Garland,221.0,h,1944_221,1.0,,,,2:12
"Meet Me in St. Louis, Louis",1904,S. H. Dudley,15.0,m,1904_015,5.0,,,2.0,
"Meet Me in St. Louis, Louis",1904,J.W. Myers,31.0,m,1904_031,3.0,,,,
"Meet Me in St. Louis, Louis",1945,Guy Lombardo & His Royal Canadians,191.0,h,1945_191,3.0,,,,
Meet Mister Callaghan,1952,Les Paul,38.0,h,1952_037,14.0,,,,1:47
Meet Mister Callaghan,1952,Mitch Miller & His Orchestra,221.0,h,1952_206,1.0,,,,
Melancholy Me,1954,Eddy Howard & His Orchestra,107.0,h,1954_110,5.0,,,,
Melancholy Me,1954,Smith Brothers,168.0,m,1954_183,1.0,,,,
Melancholy Me,1954,Ella Fitzgerald,248.0,m,1954_255,1.0,,,,
Melancholy Mood,1939,Martha Raye,310.0,m,1939_310,2.0,,,,
Melancholy Mood,1939,Artie Shaw & His Orchestra,119.0,m,1939_119,4.0,,,,
