Track,Year,Artist,Yearly Rank,Source,Prefix,CH,40,10,PK,Time
Mellow Yellow,1967,Senator Bobby,731.0,a,1967_731,1.0,0.0,0.0,1.0,2:59
Mellow Yellow,1966,Donovan,29.0,a,1966_029,12.0,10.0,7.0,3.0,3:40
Melody Of Love,1955,Billy Vaughn,19.0,BS,1955_019,27.0,27.0,15.0,1.0,2:55
Melody Of Love,1955,Frank Sinatra,145.0,DJ,1955_145,4.0,4.0,,1.0,2:59
Melody Of Love,1955,Leo Diamond,178.0,BS,1955_178,1.0,1.0,,1.0,2:10
Melody Of Love,1955,Four Aces,26.0,JB,1955_026,21.0,21.0,14.0,1.0,2:45
Melody Of Love,1955,David Carroll and His Orchestra,64.0,DJ,1955_064,17.0,17.0,5.0,1.0,2:47
Memories,1916,John Barnes Wells,63.0,m,1916_063,3.0,,,,
Memories,1981,Tierra,290.0,a,1981_290,8.0,0.0,0.0,2.0,2:59
Memories,2010,David Guetta,221.0,h,2010_221,18.0,0.0,0.0,1.0,3:30
Memories,1916,Henry Burr,118.0,m,1916_118,1.0,,,,
Memories Are Made Of This,1956,Dean Martin,8.0,DJ,1956_008,24.0,19.0,15.0,6.0,2:15
Memories Are Made Of This,1956,Mindy Carson,299.0,Top,1956_299,13.0,0.0,0.0,1.0,2:29
Memories Are Made Of This,1966,"Drifters, The",374.0,a,1966_374,7.0,0.0,0.0,1.0,2:28
Memories Are Made Of This,1956,Gale Storm,40.0,DJ,1956_040,16.0,9.0,2.0,1.0,2:16
Memories Of You,1956,Hugo Winterhalter,342.0,Top,1956_342,5.0,0.0,0.0,1.0,2:42
Memories Of You,1956,Benny Goodman Trio,168.0,JB,1956_168,8.0,1.0,0.0,1.0,3:32
Memories Of You,1930,Louis Armstrong,183.0,m,1930_183,1.0,,,,
Memories Of You,1955,"Four Coins, The",160.0,BS,1955_160,16.0,8.0,,1.0,2:36
Memories of France,1928,Henry Burr,213.0,m,1928_213,1.0,,,,
Memories of France,1928,Gene Austin,55.0,m,1928_055,6.0,,,,
Memory Lane,1963,"Hippies, The",409.0,a,1963_409,5.0,0.0,0.0,1.0,2:40
Memory Lane,1924,Fred Waring's Pennsylvanians,3.0,m,1924_003,17.0,,,5.0,
Memory Lane,1924,Paul Specht & His Orchestra,96.0,m,1924_096,2.0,,,,
Memphis,1961,Donnie Brooks,598.0,a,1961_598,2.0,0.0,0.0,1.0,2:00
Memphis,1964,Johnny Rivers,28.0,a,1964_028,12.0,10.0,6.0,2.0,2:28
Memphis,1983,Joe Jackson,428.0,a,1983_428,4.0,0.0,0.0,1.0,4:44
Memphis,1963,Lonnie Mack,61.0,a,1963_061,13.0,10.0,5.0,1.0,2:30
Memphis Blues,1915,Arthur Collins & Byron Harlan,91.0,m,1915_091,1.0,,,,
Memphis Blues,1944,Harry James & His Orchestra,139.0,h,1944_139,2.0,,,,
Memphis Blues,1914,Prince's Orchestra,36.0,m,1914_036,8.0,,,,
Mercy,1969,Ohio Express,214.0,a,1969_214,8.0,4.0,0.0,1.0,2:20
Mercy,2012,Dave Matthews Band,352.0,h,2012_352,1.0,0.0,0.0,1.0,4:40
Mercy,2012,Kanye West,63.0,h,2012_063,32.0,30.0,0.0,1.0,5:32
Mercy,2008,Duffy,128.0,b,2008_128,20.0,7.0,0.0,1.0,3:42
"Mercy, Mercy, Mercy",1967,"Buckinghams, The",57.0,a,1967_057,12.0,10.0,4.0,1.0,2:58
"Mercy, Mercy, Mercy",1967,Marlena Shaw,422.0,a,1967_422,5.0,0.0,0.0,1.0,2:58
"Mercy, Mercy, Mercy",1967,Larry Williams,689.0,a,1967_689,4.0,0.0,0.0,1.0,2:51
"Mercy, Mercy, Mercy",1967,"""Cannonball"" Adderley",110.0,a,1967_110,11.0,8.0,0.0,2.0,3:05
"Mercy, Mercy, Mercy",1981,Phoebe Snow,248.0,a,1981_248,8.0,0.0,0.0,2.0,2:29
Merry Widow Waltz,1907,Victor Orchestra,17.0,m,1907_017,6.0,,,1.0,
Merry Widow Waltz,1908,Prince's Orchestra,72.0,m,1908_071,1.0,,,,
Merry-Go-Round,1935,Duke Ellington & His Famous Orchestra,92.0,m,1935_092,5.0,,,,
Merry-Go-Round,1961,Marv Johnson,425.0,a,1961_425,6.0,0.0,0.0,1.0,2:34
Merry-Go-Round,1936,Mills Blue Rhythm Band,221.0,m,1936_221,2.0,,,,
Merry-Go-Round Waltz,1949,Art Mooney & His Orchestra,301.0,h,1949_302,1.0,,,1.0,
Merry-Go-Round Waltz,1949,Guy Lombardo & His Royal Canadians,160.0,h,1949_161,8.0,,,1.0,2:47
Mexico,1975,James Taylor,301.0,a,1975_301,8.0,0.0,0.0,2.0,2:57
Mexico,1953,Ken Remo,406.0,m,1953_406,1.0,,,,
Mexico,1961,Bob Moore,78.0,a,1961_078,15.0,10.0,3.0,1.0,2:37
Miami,1959,Eugene Church,384.0,a,1959_384,5.0,0.0,0.0,1.0,2:41
Miami,1926,Al Jolson,69.0,m,1926_069,3.0,,,,
Miami,1999,Will Smith,90.0,a,1999_090,21.0,18.0,0.0,1.0,3:19
Miami,1986,Bob Seger & The Silver Bullet Band,304.0,a,1986_304,9.0,0.0,0.0,2.0,4:08
Michael,1966,"C.O.D.'s, The",337.0,a,1966_337,12.0,0.0,0.0,1.0,2:35
Michael,1961,"Highwaymen, The",11.0,a,1961_011,17.0,11.0,9.0,2.0,2:45
Michael,1964,Trini Lopez,315.0,a,1964_315,8.0,0.0,0.0,1.0,2:52
Michelle,1966,Billy Vaughn and His Orchestra,553.0,a,1966_553,6.0,0.0,0.0,1.0,2:40
Michelle,1966,Bud Shank,488.0,a,1966_488,6.0,0.0,0.0,1.0,2:20
Michelle,1966,David and Jonathan,176.0,a,1966_176,9.0,5.0,0.0,2.0,2:52
Mickey,1982,Toni Basil,13.0,a,1982_013,27.0,18.0,10.0,1.0,3:36
Mickey,1947,Ted Weems & His Orchestra,42.0,h,1947_042,11.0,,,,3:04
Mid the Green Fields of Virginia,1899,George J. Gaskin,33.0,m,1899_033,2.0,,,,
Mid the Green Fields of Virginia,1899,Frank Stanley,38.0,m,1899_038,2.0,,,,
Mid the Green Fields of Virginia,1899,Harry Macdonough & S. H. Dudley,13.0,m,1899_013,4.0,,,3.0,
Midnight,2014,Coldplay,151.0,h,2014_115,3.0,1.0,0.0,1.0,4:54
Midnight,1962,Johnny Gibson,479.0,a,1962_479,4.0,0.0,0.0,1.0,2:22
Midnight,1958,Paul Anka,394.0,Hot,1958_394,5.0,0.0,0.0,1.0,1:55
Midnight,1969,Dennis Yost and the Classics IV,384.0,a,1969_384,8.0,0.0,0.0,1.0,2:57
Midnight Blue,1936,Russ Morgan & His Orchestra,162.0,m,1936_162,5.0,,,,
Midnight Blue,1975,Melissa Manchester,80.0,a,1975_080,17.0,11.0,4.0,1.0,3:25
Midnight Blue,1936,Henry Allen & His Orchestra,216.0,m,1936_216,2.0,,,,
Midnight Blue,1987,Lou Gramm,73.0,a,1987_073,20.0,11.0,3.0,1.0,3:54
Midnight Blue,1983,Louise Tucker,242.0,a,1983_242,13.0,0.0,0.0,1.0,3:46
Midnight Lace,1960,David Carroll and His Orchestra,586.0,a,1960_586,1.0,0.0,0.0,1.0,2:29
Midnight Lace,1960,Ray Ellis,505.0,a,1960_505,4.0,0.0,0.0,1.0,2:24
Midnight Rider,1972,Joe Cocker,194.0,a,1972_194,8.0,5.0,0.0,1.0,4:00
Midnight Rider,1974,Gregg Allman,156.0,a,1974_156,12.0,8.0,0.0,1.0,4:26
Midnight Rose,1923,Abe Lyman & His California Orchestra,43.0,m,1923_043,5.0,,,,
Midnight Rose,1923,Charles Hart,115.0,m,1923_115,1.0,,,,
Midnight Special,1965,Johnny Rivers,185.0,a,1965_185,8.0,4.0,0.0,2.0,2:24
Midnight Special,1952,Weavers,308.0,m,1952_310,1.0,,,,
Mighty Lak' a Rose,1911,Marguerite Dunlap,76.0,m,1911_076,2.0,,,,
Mighty Lak' a Rose,1916,Geraldine Farrar,124.0,m,1916_124,1.0,,,,
Milenberg Joys,1925,Jimmy Joy & His Orchestra,169.0,m,1925_169,1.0,,,,
Milenberg Joys,1928,McKinney's Cotton Pickers,192.0,m,1928_192,2.0,,,,
Miles Away,1991,Winger,110.0,a,1991_110,22.0,12.0,0.0,1.0,4:06
Miles Away,1978,Fotomaker,334.0,a,1978_334,6.0,0.0,0.0,1.0,3:35
"Milkman, Keep Those Bottles Quiet",1944,Woody Herman & His Orchestra,86.0,h,1944_086,5.0,,,,
"Milkman, Keep Those Bottles Quiet",1944,King Sisters,110.0,h,1944_110,5.0,,,,
"Milkman, Keep Those Bottles Quiet",1944,Ella Mae Morse,59.0,h,1944_059,16.0,,,,2:37
Milord,1964,Bobby Darin,337.0,a,1964_337,9.0,0.0,0.0,1.0,2:01
Milord,1961,Teresa Brewer,493.0,a,1961_493,4.0,0.0,0.0,1.0,2:16
Milord,1961,Edith Piaf,581.0,a,1961_581,3.0,0.0,0.0,1.0,3:10
Mimi,1921,Paul Biese Trio & Frank Crumit,125.0,m,1921_125,1.0,,,,
Mimi,1932,Maurice Chevalier,98.0,m,1932_098,6.0,,,,
Mindin' My Business,1924,Ernest Hare,158.0,m,1924_158,1.0,,,,
Mindin' My Business,1924,Frank Crumit,92.0,m,1924_092,2.0,,,,
Mine,2010,Taylor Swift,28.0,h,2010_028,23.0,18.0,5.0,1.0,3:51
Mine,1933,Emil Coleman & His Orchestra,123.0,m,1933_123,3.0,,,,
Mine,2014,Beyonce,46.0,h,2014_297,2.0,0.0,0.0,1.0,6:18
Miracle,1991,Whitney Houston,93.0,a,1991_093,14.0,9.0,1.0,1.0,5:36
Miracle,1990,Jon Bon Jovi,115.0,a,1990_115,16.0,11.0,0.0,1.0,5:00
Miracle Of Love,1956,Eileen Rodgers,136.0,DJ,1956_136,17.0,10.0,0.0,1.0,2:23
Miracle Of Love,1956,Ginny Gibson,365.0,Top,1956_365,6.0,0.0,0.0,1.0,2:24
Miracles,1983,Stacy Lattisaw,223.0,a,1983_223,16.0,1.0,0.0,1.0,3:30
Miracles,1975,Jefferson Starship,41.0,a,1975_041,17.0,13.0,6.0,3.0,3:25
Mirage,1967,Tommy James and the Shondells,103.0,a,1967_103,10.0,8.0,1.0,1.0,2:30
Mirage,1980,Eric Troyer,465.0,a,1980_465,2.0,0.0,0.0,2.0,2:56
Misery,1963,"Dynamics, The",303.0,a,1963_303,10.0,0.0,0.0,1.0,2:19
Misery,2011,Glee Cast,227.0,h,2011_227,1.0,0.0,0.0,1.0,3:08
Misery,1995,Soul Asylum,91.0,a,1995_091,14.0,8.0,0.0,1.0,4:25
Misery,2010,Maroon 5,73.0,h,2010_073,20.0,15.0,0.0,1.0,3:36
Misirlou,1953,Leon Berry,333.0,m,1953_333,1.0,,,,
Misirlou,1941,Harry James & His Orchestra,241.0,m,1941_248,1.0,,,,
Misirlou,1946,Jan August,78.0,h,1946_088,6.0,,,,3:01
Misled,1994,Celine Dion,97.0,a,1994_097,19.0,9.0,0.0,1.0,3:27
Misled,1985,Kool & The Gang,104.0,a,1985_104,24.0,13.0,1.0,1.0,4:06
Miss Independent,2008,Ne-Yo,39.0,b,2008_039,28.0,25.0,7.0,1.0,3:51
Miss Independent,2003,Kelly Clarkson,51.0,y,2003_051,20.0,17.0,3.0,2.0,3:35
Miss You,1959,Jaye P. Morgan,445.0,a,1959_445,5.0,0.0,0.0,1.0,2:28
Miss You,1942,Dinah Shore,65.0,h,1942_052,11.0,,,,
Miss You,1942,Eddy Howard & His Orchestra,196.0,m,1942_200,1.0,,,,
Miss You,1942,Freddy Martin & His Orchestra,236.0,m,1942_240,1.0,,,,
Miss You,1978,"Rolling Stones, The",17.0,a,1978_017,20.0,16.0,9.0,1.0,3:31
Miss You,2003,Aaliyah,24.0,y,2003_024,30.0,28.0,13.0,1.0,4:05
Miss You,1942,Bing Crosby,81.0,h,1942_062,8.0,,,,
Missing,1996,Everything But The Girl,16.0,a,1996_016,55.0,37.0,13.0,1.0,4:11
Missing,1956,"McGuire Sisters, The",256.0,Top,1956_256,6.0,0.0,0.0,1.0,2:34
Missing You,1996,"Brandy, Tamia, Gladys Knight & Chaka Khan",102.0,a,1996_102,20.0,10.0,0.0,3.0,4:09
Missing You,2001,Case,33.0,y,2001_033,22.0,12.0,5.0,1.0,3:57
Missing You,1984,John Waite,19.0,a,1984_019,24.0,16.0,9.0,1.0,3:58
Missing You,1961,Ray Peterson,234.0,a,1961_234,15.0,3.0,0.0,1.0,2:45
Missing You,1994,Steve Perry,257.0,a,1994_257,6.0,0.0,0.0,2.0,3:47
Missing You,1982,Dan Fogelberg,136.0,a,1982_136,16.0,9.0,0.0,4.0,3:59
Missing You,1999,Brooks & Dunn,265.0,a,1999_265,3.0,0.0,0.0,1.0,3:40
Missing You,1996,Tina Turner,276.0,a,1996_276,9.0,0.0,0.0,2.0,4:38
Missing You,1985,Diana Ross,103.0,a,1985_103,27.0,9.0,2.0,2.0,4:02
Mississippi Mud,1928,Frankie Trumbauer & His Orchestra,209.0,m,1928_209,1.0,,,,
Mississippi Mud,1928,Paul Whiteman & His Orchestra,62.0,m,1928_062,5.0,,,,
Missouri Waltz,1916,Jaudas' Society Orchestra,127.0,m,1916_127,1.0,,,,
Missouri Waltz,1918,Earl Fuller's Novelty Orchestra,142.0,m,1918_142,1.0,,,,
Missouri Waltz,1916,Victor Military Band,34.0,m,1916_034,6.0,,,,
Mister Sandman,1981,Emmylou Harris,194.0,a,1981_194,13.0,3.0,0.0,1.0,2:20
Mister Sandman,1954,Lancers,306.0,m,1954_311,1.0,,,,
Mister Sandman,1954,Four Aces,32.0,m,1954_157,14.0,,,,
Mister and Mississippi,1951,Tennessee Ernie Ford,153.0,h,1951_153,7.0,,,1.0,3:05
Mister and Mississippi,1951,Dennis Day,99.0,h,1951_096,7.0,,,1.0,3:18
Mister and Mississippi,1951,Patti Page,54.0,h,1951_050,14.0,,,3.0,3:08
Mistletoe,2007,Colbie Caillat,280.0,b,2007_280,4.0,0.0,0.0,1.0,3:54
Mistletoe,2011,Justin Bieber,60.0,h,2011_060,10.0,4.0,0.0,1.0,3:02
Misty,1954,Erroll Garner Trio,349.0,m,1954_352,1.0,,,,
Misty,1963,Lloyd Price,185.0,a,1963_185,9.0,6.0,0.0,1.0,2:58
Misty,1966,"Richard ""Groove"" Holmes",350.0,a,1966_350,11.0,0.0,0.0,1.0,4:30
Misty,1975,Ray Stevens,130.0,a,1975_130,16.0,10.0,0.0,2.0,2:53
Misty,1959,Johnny Mathis,102.0,a,1959_102,17.0,12.0,0.0,1.0,3:33
Misty,1965,"Vibrations, The",456.0,a,1965_456,7.0,0.0,0.0,2.0,3:13
Misty Blue,1972,Joe Simon,511.0,a,1972_511,5.0,0.0,0.0,2.0,3:02
Misty Blue,1967,Eddy Arnold,416.0,a,1967_416,8.0,0.0,0.0,2.0,2:06
Misty Blue,1976,Dorothy Moore,38.0,a,1976_038,22.0,16.0,8.0,4.0,3:38
Mixed Emotions,1989,"Rolling Stones, The",67.0,a,1989_067,12.0,9.0,3.0,2.0,4:00
Mixed Emotions,1951,Rosemary Clooney,213.0,h,1951_217,1.0,,,1.0,3:10
Moanin' Low,1929,Libby Holman,53.0,m,1929_053,6.0,,,,
Moanin' Low,1929,Charleston Chasers,221.0,m,1929_221,1.0,,,,
Moanin' Low,1937,Teddy Wilson & His Orchestra (Vocal Billie Holiday),200.0,m,1937_200,2.0,,,,
Mockin' Bird Hill,1951,Les Paul & Mary Ford,12.0,h,1951_012,24.0,,,6.0,2:16
Mockin' Bird Hill,1951,Russ Morgan & His Orchestra,125.0,h,1951_127,10.0,,,1.0,2:55
Mockin' Bird Hill,1951,Patti Page,16.0,h,1951_017,22.0,,,1.0,2:57
Mockin' Bird Hill,1951,Pinetoppers,67.0,h,1951_066,17.0,,,3.0,2:57
Mockingbird,2005,Eminem,60.0,b,2005_060,20.0,13.0,0.0,1.0,4:10
Mockingbird,1974,Carly Simon,68.0,a,1974_068,16.0,13.0,6.0,1.0,3:45
Mockingbird,1963,Inez Foxx,84.0,a,1963_084,18.0,10.0,3.0,1.0,2:38
Mockingbird,1967,Aretha Franklin,665.0,a,1967_665,2.0,0.0,0.0,2.0,2:36
Mockingbird,2010,Rob Thomas,460.0,h,2010_460,4.0,0.0,0.0,1.0,4:00
Molly,2013,Tyga,262.0,h,2013_262,12.0,0.0,0.0,1.0,3:39
Molly,1963,Bobby Goldsboro,447.0,a,1963_447,7.0,0.0,0.0,1.0,2:49
Moments,1962,Jennell Hawkins,339.0,a,1962_339,8.0,0.0,0.0,1.0,2:17
Moments,2007,Emerson Drive,213.0,b,2007_213,20.0,0.0,0.0,1.0,4:57
Moments To Remember,1955,"Four Lads, The",16.0,DJ,1955_016,25.0,25.0,19.0,6.0,3:14
Moments To Remember,1969,"Vogues, The",321.0,a,1969_321,5.0,0.0,0.0,1.0,3:40
Mona Lisa,1950,Ralph Flanagan & His Orchestra,172.0,h,1950_175,3.0,,,1.0,
Mona Lisa,1950,Art Lund,147.0,h,1950_150,7.0,,,1.0,
Mona Lisa,1950,Charlie Spivak & His Orchestra,166.0,h,1950_170,7.0,,,1.0,
Mona Lisa,1959,Conway Twitty,192.0,a,1959_192,12.0,3.0,0.0,1.0,2:23
Mona Lisa,1950,Dennis Day,318.0,h,1950_275,1.0,,,1.0,
Mona Lisa,1959,Carl Mann,174.0,a,1959_174,16.0,6.0,0.0,1.0,2:25
Mona Lisa,1950,Harry James & His Orchestra,146.0,h,1950_149,8.0,,,1.0,
Mona Lisa,1950,Victor Young & His Orchestra (Vocal Don Cherry),69.0,h,1950_074,15.0,,,1.0,2:41
Mona Lisa,1950,"Nat ""King"" Cole (Les Baxter & His Orchestra)",6.0,h,1950_006,27.0,,,8.0,3:14
Money,1973,Pink Floyd,111.0,a,1973_111,15.0,9.0,0.0,1.0,3:59
Money,1964,"Kingsmen, The",152.0,a,1964_152,11.0,8.0,0.0,1.0,2:26
Money,1980,"Flying Lizards, The",280.0,a,1980_280,10.0,0.0,0.0,1.0,2:31
Money,1968,"Lovin' Spoonful, The",319.0,a,1968_319,6.0,0.0,0.0,1.0,2:01
Money,1975,Gladys Knight and the Pips,313.0,a,1975_313,7.0,0.0,0.0,1.0,3:50
Money (That's What I Want),1960,Barrett Strong,165.0,a,1960_165,17.0,8.0,0.0,1.0,2:36
Money (That's What I Want),1966,Jr. Walker and the All Stars,406.0,a,1966_406,6.0,0.0,0.0,1.0,2:05
Money Honey,1976,Bay City Rollers,80.0,a,1976_080,15.0,11.0,2.0,1.0,3:17
Money Honey,1956,Elvis Presley,408.0,Top,1956_408,5.0,0.0,0.0,1.0,2:32
Money In The Bank,2006,Lil Scrappy,112.0,b,2006_112,20.0,9.0,0.0,1.0,4:01
Money In The Bank,2007,Swizz Beatz,307.0,b,2007_307,4.0,0.0,0.0,1.0,3:12
Monster,2010,Kanye West,94.0,h,2010_094,10.0,1.0,0.0,1.0,6:21
Monster,2013,Imagine Dragons,303.0,h,2013_303,1.0,0.0,0.0,1.0,4:09
Monster,1991,Fred Schneider,352.0,a,1991_352,4.0,0.0,0.0,1.0,3:37
Monster,2011,Paramore,155.0,h,2011_155,2.0,1.0,0.0,1.0,3:20
Monster,1970,Steppenwolf,237.0,a,1970_237,8.0,1.0,0.0,1.0,3:55
Monster,2015,Meek Mill,141.0,h,2015-141,1.0,0.0,0.0,1.0,2:50
Monster Mash,1970,Bobby (Boris) Pickett,550.0,a,1970_550,3.0,0.0,0.0,1.0,3:01
Monster Mash,1973,Bobby 'Boris' Pickett,93.0,a,1973_093,20.0,12.0,1.0,1.0,3:01
Monster Mash,1962,Bobby (Boris) Pickett,14.0,a,1962_014,14.0,12.0,7.0,2.0,3:01
Montego Bay,1970,Bobby Bloom,78.0,a,1970_078,16.0,11.0,2.0,1.0,2:24
Montego Bay,1987,Amazulu,381.0,a,1987_381,4.0,0.0,0.0,1.0,3:03
Mood Indigo,1934,Jimmie Lunceford & His Orchestra,280.0,m,1934_280,1.0,,,,
Mood Indigo,1954,Four Freshmen,226.0,m,1954_233,2.0,,,,
Mood Indigo,1931,Duke Ellington & His Famous Orchestra,30.0,m,1931_030,10.0,,,,
Mood Indigo,1954,Norman Petty Trio,88.0,h,1954_088,9.0,,,,
Moon Glow,1934,Duke Ellington & His Famous Orchestra,29.0,m,1934_029,7.0,,,2.0,
Moon Glow,1934,Benny Goodman & His Orchestra,18.0,m,1934_018,15.0,,,1.0,
Moon Glow,1934,Cab Calloway & His Orchestra,103.0,m,1934_103,4.0,,,,
Moon Glow,1936,Benny Goodman Quartet,121.0,m,1936_121,3.0,,,,
Moon Love,1939,Al Donahue & His Orchestra,96.0,m,1939_096,6.0,,,,
Moon Love,1939,Mildred Bailey,231.0,m,1939_231,2.0,,,,
Moon Love,1939,Paul Whiteman & His Orchestra,112.0,m,1939_112,7.0,,,,
Moon Love,1939,Glenn Miller & His Orchestra,8.0,m,1939_008,16.0,,,4.0,
Moon Over Burma,1940,Gene Krupa & His Orchestra,285.0,m,1940_293,1.0,,,,
Moon Over Burma,1940,Shep Fields & His Rippling Rhythm Orchestra,323.0,m,1940_328,1.0,,,,
Moon Over Miami,1936,Art Karle & His Boys,206.0,m,1936_206,2.0,,,,
Moon Over Miami,1935,Connee Boswell,260.0,m,1935_260,1.0,,,,
Moon Over Miami,1936,Eddy Duchin & His Orchestra,12.0,m,1936_012,11.0,,,3.0,
Moon Over Miami,1936,Jan Garber & His Orchestra,75.0,m,1936_075,6.0,,,,
Moon River,1961,Jerry Butler,107.0,a,1961_107,17.0,11.0,0.0,1.0,2:45
Moon River,1961,"Henry Mancini, His Orchestra and Chorus",106.0,a,1961_106,26.0,16.0,0.0,1.0,2:41
"Moon-Faced, Starry-Eyed",1947,Benny Goodman & His Orchestra (Vocal Johnny Mercer),230.0,m,1947_232,3.0,,,,
"Moon-Faced, Starry-Eyed",1947,Freddy Martin & His Orchestra,165.0,h,1947_164,1.0,,,,
"Moonglow And Theme From ""Picnic""",1956,George Cates,35.0,DJ,1956_035,22.0,19.0,10.0,1.0,2:29
"Moonglow And Theme From ""Picnic""",1956,Morris Stoloff & Col. Pic Orchestra,14.0,DJ,1956_014,27.0,22.0,15.0,3.0,2:47
Moonlight Bay,1958,"Drifters, The",404.0,Top,1958_404,5.0,0.0,0.0,1.0,2:07
Moonlight Bay,1912,Dolly Connolly,21.0,m,1912_021,6.0,,,,
Moonlight Bay,1912,American Quartet,1.0,m,1912_001,16.0,,,8.0,
Moonlight Bay,1951,Gary Crosby & Friend (Bing Crosby),112.0,h,1951_112,6.0,,,1.0,3:08
Moonlight Becomes You,1943,Bing Crosby,14.0,h,1943_024,17.0,,,2.0,
Moonlight Becomes You,1943,Harry James & His Orchestra,86.0,h,1943_078,4.0,,,,
Moonlight Becomes You,1943,Glenn Miller & His Orchestra,45.0,h,1943_032,12.0,,,,
Moonlight Mood,1943,Glenn Miller & His Orchestra,66.0,h,1943_066,3.0,,,,
Moonlight Mood,1942,Connee Boswell,224.0,m,1942_228,1.0,,,,
Moonlight Mood,1943,Kay Kyser & His Orchestra,77.0,h,1943_076,3.0,,,,
Moonlight On Water,1990,Laura Branigan,270.0,a,1990_270,9.0,0.0,0.0,2.0,4:39
Moonlight On Water,1989,Kevin Raleigh,276.0,a,1989_276,9.0,0.0,0.0,1.0,4:12
Moonlight Serenade,1959,"Rivieras, The",287.0,a,1959_287,11.0,0.0,0.0,1.0,2:47
Moonlight Serenade,1976,Bobby Vinton,517.0,a,1976_517,2.0,0.0,0.0,1.0,3:22
Moonlight Serenade,1939,Glenn Miller & His Orchestra,39.0,m,1939_039,15.0,,,,
Moonlight and Roses,1925,Ray Miller & His Orchestra,115.0,m,1925_115,1.0,,,,
Moonlight and Roses,1925,John McCormack,34.0,m,1925_034,5.0,,,,
Moonlight and Shadows,1937,Eddy Duchin & His Orchestra,88.0,m,1937_088,5.0,,,,
Moonlight and Shadows,1937,Dorothy Lamour,169.0,m,1937_169,4.0,,,,
Moonlight and Shadows,1937,Shep Fields & His Rippling Rhythm Orchestra,50.0,m,1937_050,9.0,,,,
Moonlight on the Ganges,1927,Fred Rich & His Orchestra,213.0,m,1927_213,2.0,,,,
Moonlight on the Ganges,1926,Paul Whiteman & His Orchestra,15.0,m,1926_015,10.0,,,4.0,
More,1956,Perry Como,36.0,BS,1956_036,18.0,14.0,8.0,1.0,2:34
More,2011,Usher,80.0,h,2011_080,21.0,16.0,0.0,1.0,3:49
More,2000,Trace Adkins,228.0,y,2000_228,11.0,0.0,0.0,1.0,3:05
More,1963,Kai Winding & Orchestra,91.0,a,1963_091,15.0,9.0,4.0,1.0,2:00
More,2010,Usher,372.0,h,2010_372,1.0,0.0,0.0,1.0,3:49
More,1963,Vic Dana,287.0,a,1963_287,11.0,0.0,0.0,2.0,2:18
More And More,1975,Carly Simon,523.0,a,1975_523,2.0,0.0,0.0,1.0,3:35
More And More,1993,Captain Hollywood Project,82.0,a,1993_082,20.0,12.0,0.0,3.0,4:05
More And More,1967,Andy Williams,601.0,a,1967_601,4.0,0.0,0.0,1.0,2:22
More Love,1980,Kim Carnes,73.0,a,1980_073,19.0,15.0,3.0,3.0,3:40
More Love,1967,Smokey Robinson,200.0,a,1967_200,11.0,8.0,0.0,2.0,2:47
More Than A Woman,1978,Tavares,194.0,a,1978_194,21.0,4.0,0.0,1.0,3:16
More Than A Woman,2002,Aaliyah,101.0,y,2002_101,24.0,18.0,0.0,3.0,3:49
More Than Ever,1991,Nelson,123.0,a,1991_123,17.0,9.0,0.0,1.0,3:24
More Than Ever,1938,Tommy Dorsey & His Orchestra,105.0,m,1938_105,4.0,,,,
More Than I Can Say,1961,Bobby Vee,427.0,a,1961_427,5.0,0.0,0.0,1.0,2:27
More Than I Can Say,1980,Leo Sayer,17.0,a,1980_017,23.0,15.0,9.0,4.0,3:40
More Than Words,1991,Extreme,15.0,a,1991_015,24.0,17.0,9.0,1.0,4:05
More Than Words,2005,Frankie J.,108.0,b,2005_108,18.0,6.0,0.0,1.0,4:02
More Than You Know,1937,Mildred Bailey,255.0,m,1937_255,2.0,,,,
More Than You Know,1930,Ruth Etting,93.0,m,1930_093,5.0,,,,
More Than You Know,1989,Martika,154.0,a,1989_154,20.0,8.0,0.0,1.0,4:04
More Than You Know,1946,Perry Como,244.0,h,1946_246,1.0,,,,3:21
More and More,1945,Tommy Dorsey & His Orchestra,136.0,h,1945_136,3.0,,,,
More and More,1954,Webb Pierce,191.0,m,1954_203,1.0,,,,
More and More,1945,Perry Como,201.0,h,1945_201,2.0,,,,2:48
Morning Will Come,1923,Al Jolson,41.0,m,1923_041,5.0,,,,
Morning Will Come,1923,Georgie Price,106.0,m,1923_106,1.0,,,,
Most Of All,1971,B.J. Thomas,240.0,a,1971_240,10.0,3.0,0.0,1.0,2:52
Most Of All,1955,Don Cornell,108.0,DJ,1955_108,6.0,6.0,,1.0,2:51
Most Of All,1988,Jody Watley,267.0,a,1988_267,11.0,0.0,0.0,1.0,4:10
Mother,1994,Danzig,159.0,a,1994_159,15.0,0.0,0.0,2.0,3:25
Mother,1971,John Lennon,274.0,a,1971_274,6.0,0.0,0.0,2.0,3:55
Mother,1971,Barbra Streisand,471.0,a,1971_471,5.0,0.0,0.0,1.0,3:55
Mother Machree,1913,Chauncey Olcott,77.0,m,1913_076,4.0,,,,
Mother Machree,1911,John McCormack,4.0,m,1911_004,13.0,,,5.0,
Mother Machree,1915,Taylor Trio,51.0,m,1915_051,4.0,,,,
Mother Machree,1911,Will Oakland,8.0,m,1911_008,10.0,,,2.0,
Mother-In-Law,1973,Clarence Carter,431.0,a,1973_431,4.0,0.0,0.0,1.0,3:10
