Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,81st Week,82nd Week,83rd Week,84th Week,85th Week,86th Week,87th Week,88th Week,89th Week,90th Week,91st Week
2014,305.0,h,2014_081a,9.0,1.0,0.0,1.0,18,,Jennifer Lopez,"Lopez, Jennifer",Featuring Iggy Azalea,,Single,,Booty,3:29,,,,7075.0,,,Capitol Digital,DD,,,,,"C.M.Brown,A.Bryant,A.C.Perez,T.W.Pentz,L.D.Gittus,T.R.Wilson,D.Omerhodic,A.A.Kelly,C.Rooney,J.Lopez,B.Medina",260,2014-10-04,2014-10-04,18,45,71,81,85,80,,100,,94,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,305.0,,2014_081b,9.0,1.0,0.0,1.0,18,,Jennifer Lopez,"Lopez, Jennifer",Featuring Pitbull,,A.K.A. (Deluxe Version),,Booty,3:23,,,,7075.0,,,Capitol Digital,DD,,,,,"C.M.Brown,A.Bryant,A.C.Perez,T.W.Pentz,L.D.Gittus,T.R.Wilson,D.Omerhodic,A.A.Kelly,C.Rooney,J.Lopez,B.Medina",260,2014-10-04,2014-10-04,18,45,71,81,85,80,,100,,94,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,288.0,h,2014_155a,20.0,0.0,0.0,1.0,41,,Beyonce,Beyonce,Featuring Chimamanda Ngozi Adichie,,BEYONCE,,***Flawless,4:10,,,,1963.0,,,Parkwood Digital,DD,,,,,"B.Knowles,T.Nash,C.Hollis,R.Reel,R.Muhammad,O.T.Maraj,A.Benjamin,P.Brown,A.A.Patton",372,2014-09-13,2014-12-13,82,87,84,87,81,85,76,77,83,,,,,41,67,75,89,75,81,88,93,100,100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,288.0,h,2014_155b,20.0,0.0,0.0,1.0,41,,Beyonce,Beyonce,Featuring Nicki Minaj,,BEYONCE (Platinum Edition),,***Flawless,4:10,,,,1963.0,,,Parkwood Digital,DD,,,,,"B.Knowles,T.Nash,C.Hollis,R.Reel,R.Muhammad,O.T.Maraj,A.Benjamin,P.Brown,A.A.Patton",372,2014-09-13,2014-12-13,82,87,84,87,81,85,76,77,83,,,,,41,67,75,89,75,81,88,93,100,100,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,35.0,h,2013_035,44.0,23.0,7.0,2.0,6,,Anna Kendrick,"Kendrick, Anna",,,More From Pitch Perfect OST,--,Cups (Pitch Perfect's When I'm Gone),2:07,,,,8274.0,,,Ume Digital,DD,,,,"First 12 weeks was 'Cups' (1:16) from the Pitch Perfect OST, from wk 13 it was the version from 'More From Pitch Perfect OST' a totally different remake of the song","A.P.Carter,L.Gerstein,D.Blackett,H.Tunstall-Behrens,J.Freeman",2460,2013-01-12,2013-08-17,93,81,68,66,64,66,76,89,85,85,85,95,88,81,81,85,59,60,52,44,36,30,27,22,18,17,13,10,10,9,8,6,6,9,14,18,16,18,23,24,30,38,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,35.0,h,2013_035a,44.0,23.0,7.0,2.0,6,,Anna Kendrick,"Kendrick, Anna",,,Pitch Perfect OST,,Cups,1:16,,,,8274.0,,,Ume Digital,DD,,,,RENAMER USE,"A.P.Carter,L.Gerstein,D.Blackett,H.Tunstall-Behrens,J.Freeman",,2013-01-12,2013-08-17,93,81,68,66,64,66,76,89,85,85,85,95,88,81,81,85,59,60,52,44,36,30,27,22,18,17,13,10,10,9,8,6,6,9,14,18,16,18,23,24,30,38,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,35.0,h,2013_035b,44.0,23.0,7.0,2.0,6,,Anna Kendrick,"Kendrick, Anna",,,More From Pitch Perfect OST,,Cups (Pitch Perfect's When I'm Gone),2:07,,,,8274.0,,,Ume Digital,DD,,,,RENAMER USE,"A.P.Carter,L.Gerstein,D.Blackett,H.Tunstall-Behrens,J.Freeman",,2013-01-12,2013-08-17,93,81,68,66,64,66,76,89,85,85,85,95,88,81,81,85,59,60,52,44,36,30,27,22,18,17,13,10,10,9,8,6,6,9,14,18,16,18,23,24,30,38,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,168.0,h,2013_168a,13.0,1.0,0.0,1.0,40,,Ke$ha,Ke$ha,Featuring will.i.am,,Single,,Crazy Kids,3:49,,,,8062.0,,,Kemosabe Digital,DD,,,,,"K.Sebert, W.Adams, L.Gottwald, B.Levin, H.Walter",558,2013-06-15,2013-08-03,59,61,62,59,53,49,41,40,43,52,58,81,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,168.0,h,2013_168b,13.0,1.0,0.0,1.0,40,,Ke$ha,Ke$ha,Featuring Juicy J,,Single,,Crazy Kids,3:49,,,,8062.0,,,Kemosabe Digital,DD,,,,,"K.Sebert, W.Adams, L.Gottwald, B.Levin, H.Walter",558,2013-06-15,2013-08-03,59,61,62,59,53,49,41,40,43,52,58,81,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,154.0,h,2012_154a,20.0,0.0,0.0,1.0,46,,LoveRance,LoveRance,Featuring IamSu & Skipper,,Single,,Up!,4:10,,xc,,8228.0,,,Studd Life Digital,DD,,,,,"R.Oliver,S.Williams,P.Cox",689,2012-03-17,2012-06-02,92,79,64,59,57,55,53,48,49,50,48,46,55,63,76,77,81,84,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,154.0,h,2012_154b,20.0,0.0,0.0,1.0,46,,LoveRance,LoveRance,Featuring 50 Cent,,Single,,Up!,3:51,,xc,,8228.0,,,Studd Life Digital,DD,,,,,"R.Oliver,S.Williams,P.Cox",689,2012-03-17,2012-06-02,92,79,64,59,57,55,53,48,49,50,48,46,55,63,76,77,81,84,98,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,11.0,h,2011_011a,26.0,20.0,13.0,1.0,1,,Rihanna,Rihanna,,,Loud,--,S&M,4:03,,,,7472.0,,,SRP/Def Jam Digital,DD,,,,,"M.S.Eriksen,T.E.Hermansen,S.Wilhelm,E.Dean",2065,2010-12-04,2011-04-30,53,,,,,,,,,90,66,31,8,7,5,3,4,3,2,2,2,1,4,6,9,11,14,16,21,30,35,41,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,11.0,h,2011_011b,26.0,20.0,13.0,1.0,1,,Rihanna,Rihanna,Featuring Britney Spears,,Single,--,S&M,4:17,,,,7472.0,,,SRP/Def Jam Digital,DD,,,,,"M.S.Eriksen,T.E.Hermansen,S.Wilhelm,E.Dean",2065,2010-12-04,2011-04-30,53,,,,,,,,,90,66,31,8,7,5,3,4,3,2,2,2,1,4,6,9,11,14,16,21,30,35,41,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,201.0,y,2004_201a,14.0,0.0,0.0,1.0,58,,Shania Twain,"Twain, Shania",With Billy Currington,,Greatest Hits,--,Party For Two,3:22,,,,,,,Mercury (Nashville) Album Cut,AC,--,,Country,,"Robert John ""Mutt"" Lange/Shania Twain",460,2004-11-06,2004-12-11,73,70,62,61,60,58,61,61,64,74,70,72,81,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,201.0,y,2004_201b,14.0,0.0,0.0,1.0,58,,Shania Twain,"Twain, Shania",With Mark McGrath,,Greatest Hits,--,Party For Two,3:22,,,,,,,Mercury (Nashville) Album Cut,AC,--,,Country,,"Robert John ""Mutt"" Lange/Shania Twain",460,2004-11-06,2004-12-11,73,70,62,61,60,58,61,61,64,74,70,72,81,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,28.0,y,2003_028a,34.0,28.0,10.0,3.0,4,,Kid Rock,Kid Rock,Featuring Sheryl Crow,,,--,Picture,4:58,,,,,,,Lava/Atlantic/Universal South Album Cut,AC,--,,Rock,,Sheryl Crow/Robert James Ritchie,2886,2002-11-30,2003-04-05,91,71,57,46,34,24,24,24,24,19,16,15,11,11,11,10,6,5,4,4,4,7,9,11,10,10,13,14,18,21,32,38,44,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,28.0,y,2003_028b,34.0,28.0,10.0,3.0,4,,Kid Rock,Kid Rock,Featuring Allison Moorer,,,,Picture,4:58,,,,,,,Lava/Atlantic/Universal South 172274 ,CD,--,,Country,,Sheryl Crow/R.J. Ritchie,2886,2002-11-30,2003-04-05,91,71,57,46,34,24,24,24,24,19,16,15,11,11,11,10,6,5,4,4,4,7,9,11,10,10,13,14,18,21,32,38,44,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,33.0,y,2003_033a,26.0,24.0,10.0,1.0,4,,Fabolous,Fabolous,Featuring Ashanti,,,--,Into You,4:34,,,,,,,Desert Storm Album Cut,AC,--,,Rap,,K. Hill/J.J. Jackson/E. Shaw,2338,2003-06-14,2003-09-20,67,40,34,30,22,20,15,14,11,9,6,5,5,6,4,5,6,8,9,12,19,19,20,33,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,33.0,y,2003_033b,26.0,24.0,10.0,1.0,4,,Fabolous,Fabolous,Featuring Tamia,,,,Into You,4:21,,,,,,,Desert Storm 67452,12,--,,Rap,,J.J. Jackson/T. Kelley/Ronald LaPread/Lionel Ritchie Jr./B.J. Robinson/Tamia,2338,2003-06-14,2003-09-20,67,40,34,30,22,20,15,14,11,9,6,5,5,6,4,5,6,8,9,12,19,19,20,33,40,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,49.0,y,2003_049a,35.0,29.0,4.0,1.0,8,,Santana,Santana,Featuring Alex Band,,,,Why Don't You & I,3:48,,,,,,,Arista Promo Single (53233),PS,--,,Rock,,Chad Kroeger,2779,2003-07-26,2003-10-25,77,63,56,47,45,34,32,20,16,14,12,12,11,8,10,9,9,12,12,14,18,21,22,21,23,23,25,27,30,34,33,33,33,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,49.0,y,2003_049b,35.0,29.0,4.0,1.0,8,,Santana,Santana,Featuring Chad Kroeger,,,--,Why Don't You & I,4:34,,,,,,,Arista Album Cut,AC,--,,Rock,,Chad Kroeger,2779,2003-07-26,2003-10-25,77,63,56,47,45,34,32,20,16,14,12,12,11,8,10,9,9,12,12,14,18,21,22,21,23,23,25,27,30,34,33,33,33,39,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,80.0,a,1997_080,20.0,15.0,0.0,2.0,19,t,Toni Braxton,"Braxton, Toni",,,,,I Don't Want To,4:17,CS,,,,,,LaFace 24229,CS/CD,--,,Rock,,R. Kelly/W,1450,1997-03-29,1997-05-31,56,43,32,30,28,28,25,22,21,19,19,20,23,27,31,36,38,49,50,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,80.0,a,1997_080b,20.0,,,,-1,t,Toni Braxton,"Braxton, Toni",,,,,I Love Me Some Him,5:01,CS,,,,,,LaFace 24229,CS/CD,--,,Rock,,Andrea Martin/Soul Shock & Karlin/Gloria Stewart,1450,1997-03-29,,B56,B43,B32,B30,B28,B28,B25,B22,B21,B19,B19,B20,B23,B27,B31,B36,B38,B49,B50,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,111.0,a,1997_111,14.0,4.0,0.0,2.0,29,,E-40,E-40,Featuring Bo-Rock,Bo Rock,,,Things'll Never Change,5:01,,,,,,,Jive 42436,CS,--,,Rap,,"E.Stevens,M.Mosley,F.Ojetunde,B.Hornsby,A.Banks,T.Shaw,K.Hailey",646,1997-02-01,1997-03-01,52,41,38,30,29,29,45,51,62,65,72,78,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,111.0,a,1997_111b,14.0,,,,-1,,E-40,E-40,,,,,Rappers' Ball,5:25,,,,,,,Jive 42436,CS,--,,Rap,,"E.Stevens,M.Mosley,F.Ojetunde,B.Hornsby,A.Banks,T.Shaw,R.C..Hailey",646,1997-02-01,,B52,B41,B38,B30,B29,B29,B45,B51,B62,B65,B72,B78,B97,B99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,8.0,a,1996_008,41.0,39.0,20.0,1.0,1,t,Toni Braxton,"Braxton, Toni",,,Secrets - LaFace 26020,Let It Flow,You're Makin' Me High,4:29,CS,,,,,,LaFace 24160,CS/CD,--,,Rock,,"Babyface,Bryon Wilson",3934,1996-06-08,1996-07-27,7,4,2,2,2,2,2,1,2,2,4,6,8,8,8,8,8,10,9,10,16,19,19,21,23,23,23,22,26,30,32,29,26,26,30,28,30,40,37,48,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,8.0,a,1996_008b,41.0,,,,-1,t,Toni Braxton,"Braxton, Toni",,,Secrets - LaFace 26020,You're Makin' Me High,Let It Flow,4:20,CS,,,,,,LaFace 24160,CS/CD,--,,Rock,,Babyface,3934,1996-06-08,,B7,B4,B2,B2,B2,B2,B2,B1,B2,B2,B4,B6,B8,B8,B8,B8,B8,B10,B9,B10,B16,B19,B19,B21,B23,B23,B23,B22,B26,B30,B32,B29,B26,B26,B30,B28,B30,B40,B37,B48,B49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,36.0,a,1996_036,30.0,29.0,7.0,1.0,6,t,Alanis Morissette,"Morissette, Alanis",,,,You Oughta Know (Live),You Learn,3:58,CS,,BF,,,,Maverick 17644,CS/CD,--,,Rock,,"Glen Ballard, Alanis Morissette",2572,1996-07-27,1996-07-27,6,8,9,11,11,11,10,10,9,10,11,11,16,19,20,23,29,31,31,31,31,33,37,40,40,31,31,36,36,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,36.0,a,1996_036b,30.0,,,,-1,t,Alanis Morissette,"Morissette, Alanis",,,,You Learn,You Oughta Know (Live),3:46,CS,,BF,,,,Maverick 17644,CS/CD,--,,Rock,,"Glen Ballard, Alanis Morissette",2572,1996-07-27,,B6,B8,B9,B11,B11,B11,B10,B10,B9,B10,B11,B11,B16,B19,B20,B23,B29,B31,B31,B31,B31,B33,B37,B40,B40,B31,B31,B36,B36,B41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,43.0,a,1996_043,20.0,13.0,3.0,2.0,8,,Busta Rhymes,Busta Rhymes,,,The Coming - Elektra 61742,Everything Remains Raw,Woo-Hah! Got You All In Check,4:15,,,,,,,Elektra 64335,CS,--,,Rap,,"Rashad Smith, Trevor Smith",1423,1996-03-09,1996-04-20,86,32,27,15,13,16,8,8,9,11,15,20,26,38,44,53,58,59,76,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,43.0,a,1996_043b,16.0,,,,-1,,Busta Rhymes,Busta Rhymes,,,The Coming - Elektra 61742,Woo-Hah! Got You All In Check,Everything Remains Raw,3:40,,,,,,,Elektra 64335,CS,--,,Rap,,,,1996-04-06,,B13,B16,B8,B8,B9,B11,B15,B20,B26,B38,B44,B53,B58,B59,B76,B78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,48.0,a,1996_048,20.0,16.0,2.0,1.0,9,,Monica,Monica,,,Miss Thang (Rowdy 37006),Ain't Nobody,Why I Love You So Much,4:22,,,,,,,Rowdy 35072,,--,,Rock,,Daryl Simmons,1621,1996-06-08,1996-07-06,16,14,13,12,9,10,14,18,20,17,17,20,21,22,32,33,44,51,55,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,48.0,a,1996_048b,19.0,,,,-1,,Monica,Monica,,,Nutty Professor OST,Why I Love You So Much,Ain't Nobody,4:47,,,,,,,Rowdy 35072,,--,,Rock,,Dallas Austin/Anthony Criss/Diane Warren,,1996-06-15,,B14,B13,B12,B9,B10,B14,B18,B20,B17,B17,B20,B21,B22,B32,B33,B44,B51,B55,B61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,165.0,a,1996_165,20.0,0.0,0.0,2.0,50,,Jay-Z,Jay-Z,,,,Dead Presidents,Ain't No Nigga,4:00,,,,,,,Roc-A-Fella 53233,,--,,Rap,,"Jonathan Burks, Shawn Corey Carter, Dennis Lambert, Inga Marchand, Brian Potter",767,1996-04-06,1996-06-15,76,68,63,63,63,63,70,65,61,55,50,50,57,56,60,67,69,63,65,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,165.0,a,1996_165b,19.0,,,,-1,,Jay-Z,Jay-Z,,,,Ain't No Nigga,Dead Presidents,3:30,,,,,,,Roc-A-Fella 53233,,--,,Rap,,Shawn Corey Carter,767,1996-04-13,,B68,B63,B63,B63,B63,B70,B65,B61,B55,B50,B50,B57,B56,B60,B67,B69,B63,B65,B69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,204.0,a,1996_204,16.0,0.0,0.0,1.0,63,,L.V.,L.V.,Featuring Treach,,,Gangsta's Paradise,Throw Your Hands Up,3:50,,,,,,,Tommy Boy 7699,,--,,Rap,,"Ken Blue, Anthony Criss, Andre Edwards, Larry Sanders, Maurice Thompson, Jay Williams",385,1995-11-18,1996-01-27,89,84,76,87,88,65,71,72,69,68,63,65,72,78,86,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,204.0,a,1996_204b,15.0,,,,-1,,L.V.,L.V.,,,,Throw Your Hands Up,Gangsta's Paradise,4:02,,,,,,,Tommy Boy 7699,,--,,Rap,,"Artis Ivey, Doug Rasheed, Larry Sanders",385,1995-11-18,,B89,B84,B76,B87,B88,B65,B71,B72,B69,B68,B63,B65,B72,B78,B86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,215.0,a,1996_215,14.0,0.0,0.0,2.0,66,,Dog's Eye View,Dog's Eye View,,,Happy Nowhere - Columbia 66882,Small Wonders,Everything Falls Apart,4:37,,,,,,,Columbia 78415,CS,--,,Rock,,Peter Stuart,219,1996-09-28,1996-09-28,66,66,75,78,85,83,85,89,91,93,92,97,99,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,215.0,a,1996_215b,14.0,,,,-1,,Dog's Eye View,Dog's Eye View,,,Happy Nowhere - Columbia 66882,Everything Falls Apart,Small Wonders,4:02,,,,,,,Columbia 78415,CS,--,,Rock,,Peter Stuart,219,1996-09-28,,B66,B66,B75,B78,B85,B83,B85,B89,B91,B93,B92,B97,B99,B96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,220.0,a,1996_220,16.0,0.0,0.0,1.0,67,,Faith Evans,"Evans, Faith",,,,Kissing You,Ain't Nobody,5:06,,,,,,,Bad Boy 7-9055,CS,--,,Rock,,"Sean Combs, Faith Evans, Carl Thompson",403,1996-04-13,1996-05-25,71,70,69,68,68,74,67,72,73,71,74,79,82,87,88,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,220.0,a,1996_220b,16.0,,,,-1,,Faith Evans,"Evans, Faith",,,,Ain't Nobody,Kissing You,3:42,,,,,,,Bad Boy 7-9055,CS,--,,Rock,,Kenneth Edmonds,403,1996-04-13,,B71,B70,B69,B68,B68,B74,B67,B72,B73,B71,B74,B79,B82,B87,B88,B100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,289.0,a,1996_289,12.0,0.0,0.0,1.0,88,,Fun Factory,Fun Factory,,,Fun-Tastic (Curb 77824),Take Your Chance,Celebration,3:46,,,,,,,Curb 76972,CS,--,,Rock,,"Buelent Aris, Toni Cottura",70,1996-01-13,1996-02-10,99,97,95,92,88,95,92,91,94,100,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,289.0,a,1996_289b,12.0,,,,-1,,Fun Factory,Fun Factory,,,Fun-Tastic (Curb 77824),Celebration,Take Your Chance,4:00,,,,,,,Curb 76972,CS,--,,Rock,,"Buelent Aris, Toni Cottura, Rodney Hardison",,1996-01-13,,B99,B97,B95,B92,B88,B95,B92,B91,B94,B100,B100,B99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,312.0,a,1996_312,2.0,0.0,0.0,1.0,97,,Pearl Jam,Pearl Jam,,,,,Daughter,3:50,,,,,,,Epic 77938,CD,--,,Rock,,"D.Abbruzzesse,J.Ament,S.Gossard,M.McCready,E.Vedder",6,1996-02-03,1996-02-03,97,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,312.0,b,1996_312b,2.0,,,,-1,,Pearl Jam,Pearl Jam,,,,,Yellow Ledbetter,5:10,,,,,L-R,,Epic 77938,CD,--,,Rock,,"D.Abbruzzesse,J.Ament,S.Gossard,M.McCready,E.Vedder",6,1996-02-03,,B97,B99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,15.0,a,1995_015,20.0,17.0,10.0,3.0,2,,"Notorious B.I.G., The","Notorious B.I.G., The",,,,The What (with Method Man),One More Chance-Stay With Me,4:14,,,,,,,Bad Boy 7-9031,,--,,Rap,,"The Notorious B.I.G.,M.Debarge,E.Jordan,S.Combs",1835,1995-06-24,1995-07-15,5,3,3,2,2,2,3,5,4,10,14,16,17,20,34,38,40,41,54,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,15.0,a,1995_015b,3.0,,,,-1,,"Notorious B.I.G., The","Notorious B.I.G., The",And Method Man,,,One More Chance-Stay With Me,The What,3:58,,,,,,,Bad Boy 7-9031,,--,,Rap,,"The Notorious B.I.G.,M.Debarge,E.Jordan,S.Combs",,1995-07-22,,B2,B2,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,21.0,a,1995_021,29.0,23.0,12.0,2.0,3,,Shaggy,Shaggy,,,,Summer Time,Boombastic,4:09,,,,,,,Virgin 38482,,--,,Reggae,,"O.Burrell,K.Floyd,R.Livingston",2455,1995-05-20,1995-08-19,94,76,61,49,39,27,20,16,9,8,4,5,4,3,3,5,5,5,7,9,15,18,21,23,27,31,36,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,21.0,a,1995_021b,19.0,,,,-1,,Shaggy,Shaggy,Featuring Rayvon,,,Boombastic,Summer Time,3:48,,,,,,,Virgin 38482,,--,,Reggae,,"O.Burrell,K.Floyd,R.Livingston",,1995-07-29,,B4,B5,B4,B3,B3,B5,B5,B5,B7,B9,B15,B18,B21,B23,B27,B31,B36,B42,B47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,31.0,a,1995_031,17.0,9.0,6.0,2.0,5,,Michael Jackson,"Jackson, Michael",& Janet Jackson,,"HIStory: Past, Present And Future - Book 1 - Epic 59000",Childhood,Scream,4:33,,,,,,,Epic 78000,,--,,Rock,From 'Free Willy 2',"J.Harris III,T.Lewis,M.Jackson,J.Jackson",1178,1995-06-17,1995-06-17,5,6,5,7,6,9,13,22,34,44,48,60,71,70,74,81,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
