Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,81st Week,82nd Week,83rd Week,84th Week,85th Week,86th Week,87th Week,88th Week,89th Week,90th Week,91st Week
1960,448.0,a,1960_448a,5.0,0.0,0.0,1.0,75,x,Cornbread & Biscuits,Cornbread & Biscuits,,,,,"The Big Time Spender, Part 1",2:48,45,,,,,,Maske 102 A,45m,,n,Rock,,"Larry Kerrin, Lea Lendon",82,1960-11-14,1960-12-05,94,86,77,75,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,448.0,a,1960_448b,5.0,0.0,0.0,1.0,75,x,Cornbread & Biscuits,Cornbread & Biscuits,,,,,"The Big Time Spender, Part 2",3:00,45,,,,,,Maske 102 B,45m,,n,Rock,,"Larry Kerrin, Lea Lendon",82,1960-11-14,1960-12-05,94,86,77,75,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,105.0,Top,1958_105,17.0,12.0,0.0,1.0,11,t,Hollywood Flames,Hollywood Flames,,,,Crazy,Buzz-Buzz-Buzz,2:08,45,,,,,,Ebb 119,45m,,,Rock,,"Bobby Day, John Gray",,1957-11-25,1958-01-27,82,62,46,34,28,21,24,23,14,11,18,26,27,46,84,66,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,105.0,BS (flip),1958_105b,1.0,,,,-1,,Hollywood Flames,Hollywood Flames,,,,Buzz-Buzz-Buzz,Crazy,1:50,,,,,,,Ebb 119,45m,,,Rock,"Whitburn lists as B-Side, but it did not appear at all in the Billboard charts.",John Gray,,1957-12-16,,B29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,122.0,DJ,1958_122,19.0,13.0,0.0,1.0,14,,Johnny Cash,"Cash, Johnny",and the Tennessee Two,,,Big River,Ballad Of A Teenage Queen,2:07,,,,,,,Sun 283,45m,,,Country,,Jack Clement,,1958-02-03,1958-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,122.0,BS (flip),1958_122b,7.0,,,,-1,,Johnny Cash,"Cash, Johnny",,,,Ballad Of A Teenage Queen,Big River,2:29,,,,,,,Sun 283,45m,,,Country,,Johnny Cash,,1958-03-17,,B27,,B16,B16,B28,B34,B33,B39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,177.0,Hot,1958_177,10.0,6.0,0.0,1.0,21,,"Four Preps, The","Four Preps, The",,,,Summertime Lies,Lazy Summer Night,2:10,,,,,,,Capitol 4023,45m,,,Rock,,Hal Spina,,1958-08-18,1958-09-22,71,44,38,27,23,21,24,33,72,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,177.0,BS (flip),1958_177b,5.0,,,,-1,,"Four Preps, The","Four Preps, The",,,,Lazy Summer Night,Summertime Lies,2:05,,,,,,,Capitol 4023,45m,,,Rock,,"Richard Loring, Alan Hood",,1958-09-01,,B43,B34,B44,B37,B35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,203.0,Hot,1958_203,11.0,6.0,0.0,1.0,24,,Johnny Cash,"Cash, Johnny",and the Tennessee Two,,The Songs That Made Him Famous,You're The Nearest Thing To Heaven,The Ways Of A Woman In Love,2:13,,,,,,,Sun 302,45m,,,Country,,"Bill Justis, Charlie Rich",,1958-08-25,1958-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,203.0,BS (flip),1958_203b,6.0,,,,-1,,Johnny Cash,"Cash, Johnny",,,,The Ways Of A Woman In Love,You're The Nearest Thing To Heaven,2:36,,,,,,,Sun 302,45m,,,Country,,"Hoyt Johnson, Jim Atkins, Johnny Cash",,1958-09-08,,B31,B28,B31,B47,B36,B26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,223.0,BS,1958_223,9.0,3.0,0.0,1.0,26,,"Everly Brothers, The","Everly Brothers, The",,,The Everly Brothers (They're Off and Rolling),Should We Tell Him,This Little Girl Of Mine,2:14,,,,,,,Cadence 1342,45m,,,Rock,,Ray Charles,,1958-02-10,1958-02-24,68,39,28,39,52,55,61,69,72,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,223.0,BS (flip),1958_223b,1.0,,,,-1,,"Everly Brothers, The","Everly Brothers, The",,,,This Little Girl Of Mine,Should We Tell Him,2:03,,,,,,,Cadence 1342,45m,,,Rock,Is not listed as a B-side in Billboard Chart Listings,"Don Everly, Phil Everly",,1958-03-17,,B48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,23.0,BS,1957_023,27.0,22.0,15.0,4.0,2,,"Everly Brothers, The","Everly Brothers, The",,,The Everly Brothers (They're Off and Rolling),I Wonder If I Care As Much,Bye Bye Love,2:17,,,,,,,Cadence 1315 A,45m,,,Rock,,"Boudleaux Bryant, Felice Bryant ",,1957-05-20,1957-06-17,64,40,15,14,6,3,2,2,4,3,3,3,2,2,3,4,6,9,10,15,19,19,28,50,50,100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,23.0,BS (flip),1957_023b,1.0,,,,-1,,"Everly Brothers, The","Everly Brothers, The",,,,Bye Bye Love,I Wonder If I Care as Much,2:07,,,,,,,Cadence 1315 B,45m,,,Rock,"Whitburn Lists as B-Side, but not found in Billboard Charts","Don Everly, Phil Everly",,1957-07-08,,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,30.0,DJ,1957_030,23.0,18.0,9.0,4.0,3,,Billy Williams,"Williams, Billy",,,,Date With The Blues,I'm Gonna Sit Right Down & Write Myself A Letter,2:04,,,,,,,Coral 61830,45m,,n,Vocal,,"Fred Ahlert, Joe Young",,1957-06-03,1957-08-05,80,81,30,26,27,18,9,13,10,8,10,6,8,14,16,19,19,26,34,36,49,42,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,30.0,BS (flip),1957_030b,5.0,,,,-1,,Billy Williams,"Williams, Billy",,,,I'm Gonna Sit Right Down & Write Myself A Letter,Date With The Blues,2:02,,,,,,,Coral 61830,45m,,n,Vocal,"Whitburn Lists as B-Side, but not found in Billboard Charts","Hal Gordon, Herman Fairbanks",,1957-08-26,,B15,B18,B19,B18,B28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,35.0,Top,1957_035,20.0,17.0,9.0,2.0,3,,"Rays, The","Rays, The",,o/Frank Slay,,Daddy Cool,Silhouettes,2:44,,,,,,,Cameo 117 A,45m,,,Rock,,"Bob Crewe, Frank Slay",,1957-10-14,1957-11-04,95,33,14,3,3,4,4,4,4,5,7,9,11,11,11,17,17,37,57,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,35.0,BS (flip),1957_035b,4.0,,,,-1,,"Rays, The","Rays, The",,,,Silhouettes,Daddy Cool,2:35,,,,,,,Cameo 117 B,45m,,,Rock,"Whitburn Lists as B-Side, but not found in Billboard Charts","Bob Crewe, Frank Slay",,1958-01-20,,B10,B17,B16,B34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,57.0,BS,1957_057,21.0,17.0,5.0,1.0,5,,Larry Williams,"Williams, Larry",,,,High School Dance,Short Fat Fannie,2:20,,,,,,,Specialty 608 A,45m,,n,Rock,,Larry Williams,,1957-06-24,1957-08-05,87,49,26,17,11,6,6,6,8,9,13,14,13,15,19,21,27,33,39,53,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,57.0,BS (flip),1957_057b,5.0,,,,-1,,Larry Williams,"Williams, Larry",and his Band,,,Short Fat Fannie,High School Dance,2:18,,,,,,,Specialty 608 B,45m,,n,Rock,"Whitburn Lists as B-Side, but not found in Billboard Charts","Sonny Bono, Vince Oliva",,1957-08-12,,B8,,,B11,B19,,,B23,B28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,82.0,BS,1957_082,19.0,13.0,3.0,2.0,9,,Sal Mineo,"Mineo, Sal",,o/Ray Ellis,,Love Affair,Start Movin' (In My Direction),2:28,,,,,,,Epic 9216 A,45m,,,Vocal,,"David Hill, Bobby Stevenson",,1957-05-20,1957-06-03,64,26,16,27,13,12,10,16,20,25,27,25,30,33,50,50,67,86,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,82.0,BS (flip),1957_082b,5.0,,,,-1,,Sal Mineo,"Mineo, Sal",,,,Start Movin' (In My Direction),Love Affair,2:27,,,,,,,Epic 9216 B,45m,,,Vocal,,Don Wolf,,1957-06-24,,B9,B12,B20,B24,,,B29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,114.0,BS,1957_114,19.0,12.0,0.0,2.0,13,,Gene Vincent and His Blue Caps,"Vincent, Gene & His Blue Caps",,,,Wear My Ring,Lotta Lovin',2:07,,,,,,,Capitol 3763,45m,,n,Rock,,Bernice Bedwell,,1957-08-19,1957-09-30,98,77,55,43,38,27,21,15,14,15,15,18,16,18,26,28,42,46,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,114.0,BS (flip),1957_114b,7.0,,,,-1,,Gene Vincent and His Blue Caps,"Vincent, Gene & His Blue Caps",,,,Lotta Lovin',Wear My Ring,2:33,,,,,,,Capitol 3763,45m,,n,Rock,"Whitburn Lists as B-Side, but not found in Billboard Charts","Bobby Darin, Don Kirshner",,1957-09-23,,B23,,B15,B16,,B13,B15,B19,B28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,121.0,BS,1957_121,12.0,7.0,0.0,2.0,14,,Rick Nelson,"Nelson, Ricky",,o/Barney Kessel,,Honey Rock (Barney Kessel),You're My One And Only Love,2:02,,,,,,,Verve 10070,45m,,,Rock,,Barney Kessel,,1957-08-26,1957-09-23,75,74,41,28,22,18,16,18,22,30,54,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,121.0,BS (flip),1957_121b,5.0,,,,-1,,Barney Kessel Orchestra,"Kessel, Barney Orchestra",,,,You're My One And Only Love,Honey Rock,2:10,,,,,I,,Verve 10070,45m,,,,"Whitburn Lists as B-Side, but not found in Billboard Charts",Barney Kessel,,1957-09-16,,B26,B14,B14,B22,B25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,137.0,DJ,1957_137,13.0,8.0,0.0,1.0,16,,Tommy Sands,"Sands, Tommy",,o/Bob Bain,,Ring My Phone,Goin' Steady,2:31,,,,,,,Capitol 3723,45m,,,Rock,,Faron Young,,1957-05-20,1957-06-24,43,26,21,26,30,19,29,36,40,55,72,78,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,137.0,BS (flip),1957_137b,2.0,,,,-1,,Tommy Sands,"Sands, Tommy",,,,Goin' Steady,Ring My Phone,2:34,,,,,,,Capitol 3723,45m,,,Rock,"Whitburn Lists as B-Side, but not found in Billboard Charts",Frank DeHaven,,1957-06-24,,B21,B26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,187.0,BS,1957_187,14.0,7.0,0.0,1.0,24,,"Platters, The","Platters, The",,,,I Wanna,My Dream,2:36,,,,,,,Mercury 71093,45m,,,Rock,,Buck Ram,,1957-05-27,1957-07-01,83,59,38,30,29,28,33,26,29,42,43,53,73,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,187.0,BS (flip),1957_187b,2.0,,,,-1,,"Platters, The","Platters, The",,,,My Dream,I Wanna,2:49,,,,,,,Mercury 71093,45m,,,Rock,"Whitburn Lists as B-Side, but not found in Billboard Charts","Buck Ram, Zola Taylor",,1957-07-15,,B27,B26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,210.0,BS,1957_210,10.0,3.0,0.0,1.0,27,,Sal Mineo,"Mineo, Sal",,,,You Shouldn't Do That,Lasting Love,2:28,,,,,,,Epic 9227,45m,,,Vocal,,"Jack Ackerman, Hunt Stevens ",,1957-09-09,1957-09-30,75,49,37,35,37,46,69,79,88,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,210.0,BS (flip),1957_210b,1.0,,,,-1,,Sal Mineo,"Mineo, Sal",,,,Lasting Love,You Shouldn't Do That,2:05,,,,,,,Epic 9227,45m,,,Vocal,,"David Hill, Augustus Stevenson",,1957-09-30,,B27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,217.0,BS,1957_217,14.0,4.0,0.0,1.0,30,p,"Nat ""King"" Cole","Cole, Nat ""King""",,,,(The Song Of) Raintree County,With You On My Mind,2:37,,,,,,,Capitol 3782,45m,,,Jazz,,"Nat ""King"" Cole, Charlotte Hawkins",,1957-09-23,1957-11-04,87,64,47,43,39,34,33,42,48,59,48,47,44,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,217.0,BS (flip),1957_217b,4.0,,,,-1,p,"Nat ""King"" Cole","Cole, Nat ""King""",,,,With You On Mind,The Song Of Raintree County,2:36,,,,,,,Capitol 3782,45m,,,Jazz,,"Johnny Green, Paul Francis Webster",,1957-11-11,,B35,,,B37,B37,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,222.0,BS,1957_222,9.0,3.0,0.0,1.0,32,,Stan Freberg,"Freberg, Stan",,,,"Wun'erful, Wun'erful (Side uh-two)","Wun'erful, Wun'erful (Side uh-one)",3:40,,,,,C,,Capitol 3815,45m,,,Comedy,,"Stan Freberg, Richard Whiting, Leo Robin, Ralph Rainger, Fred Hollander",,1957-11-11,1957-11-18,54,45,38,36,40,49,50,66,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,222.0,BS,1957_222b,9.0,3.0,0.0,1.0,32,,Stan Freberg,"Freberg, Stan",,,,"Wun'erful, Wun'erful (Side uh-one)","Wun'erful, Wun'erful (Side uh-two)",3:25,,,,,C,,Capitol 3815,45m,,,Comedy,,"Stan Freberg, Richard Whiting, Leo Robin, Ralph Rainger, Fred Hollander",,1957-11-11,1957-11-18,54,45,38,36,40,49,50,66,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,224.0,Top,1957_224,5.0,2.0,0.0,1.0,32,,Buchanan & Goodman,Buchanan & Goodman,,,,Santa And The Satellite (Part II),Santa And The Satellite (Part I),1:23,,,,,X-N,,Luniverse 107,45m,,,Comedy,,"Bill Buchanan, Dickie Goodman",,1957-12-23,1957-12-30,67,32,36,51,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,224.0,Top,1957_224b,5.0,2.0,0.0,1.0,32,,Buchanan & Goodman,Buchanan & Goodman,,,,Santa And The Satellite (Part I),Santa And The Satellite (Part II),1:37,,,,,X-N,,Luniverse 107,45m,,,Comedy,,"Bill Buchanan, Dickie Goodman",,1957-12-23,1957-12-30,67,32,36,51,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,20.0,JB,1956_020,29.0,22.0,16.0,3.0,2,,Bill Doggett,"Doggett, Bill",,,,--,Honky Tonk (Parts 1 & 2),5:35,,,,,I,,King 4950,45m,,,Jazz,,"Billy Butler, Bill Doggett, Clifford Scott, Shep Shephard",,1956-08-18,1956-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,20.0,JB,1956_020a,29.0,22.0,16.0,3.0,2,,Bill Doggett,"Doggett, Bill",,,,Honky Tonk (Part 2),Honky Tonk (Part 1),3:05,,,,,I,,King 4950 A,45m,,,Jazz,LISTED FOR RENAMER ONLY,"Billy Butler, Bill Doggett, Clifford Scott, Shep Shephard",,1956-08-18,1956-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,20.0,JB,1956_020b,29.0,22.0,16.0,3.0,2,,Bill Doggett,"Doggett, Bill",,,,Honky Tonk (Part 1),Honky Tonk (Part 2),2:33,,,,,I,61 394,King 4950 B,45m,,,Jazz,LISTED FOR RENAMER ONLY,"Billy Butler, Bill Doggett, Clifford Scott, Shep Shephard",,1956-08-18,1956-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,29.0,BS,1956_029,13.0,10.0,7.0,1.0,3,,Buchanan & Goodman,Buchanan & Goodman,,,,--,The Flying Saucer (Parts 1 & 2),4:16,,,,,N,,Luniverse 101,45m,,,Comedy,,"Bill Buchanan, Dickie Goodman",,1956-08-04,1956-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,29.0,BS,1956_029a,13.0,10.0,7.0,1.0,3,,Buchanan & Goodman,Buchanan & Goodman,,,,The Flying Saucer (Part 2),The Flying Saucer (Part 1),2:32,,,,,N,,Luniverse 101 A,45m,,,Comedy,LISTED FOR RENAMER ONLY,"Bill Buchanan, Dickie Goodman",,1956-08-04,1956-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,29.0,BS,1956_029b,13.0,10.0,7.0,1.0,3,,Buchanan & Goodman,Buchanan & Goodman,,,,The Flying Saucer (Part 1),The Flying Saucer (Part 2),1:44,,,,,N,,Luniverse 101 B,45m,,,Comedy,LISTED FOR RENAMER ONLY,"Bill Buchanan, Dickie Goodman",,1956-08-04,1956-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,463.0,Top,1956_463,1.0,0.0,0.0,1.0,87,,Audrey,Audrey,,,,,Dear Elvis (Page 1),1:33,,,,,N,,Plus 104,45m,,n,Reggae,,C.B. Samuel,,1956-09-22,1956-09-22,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,463.0,Top,1956_463b,1.0,0.0,0.0,1.0,87,,Audrey,Audrey,,,,,Dear Elvis (Page 2),1:48,,,,,N,,Plus 104,45m,,n,Reggae,,C.B. Samuel,,1956-09-22,1956-09-22,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,12.0,DJ,1955_012,21.0,21.0,18.0,2.0,1,,Les Baxter & His Orchestra,"Baxter, Les & His Orchestra",,,,Medic*,Unchained Melody,2:30,,,,,,,Capitol 3055,45m,,n,Jazz,,"Alex North, Hy Zaret",,1955-04-09,1955-05-14,20,11,7,5,2,1,2,2,1,2,2,2,3,2,3,6,4,7,8,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,12.0,BS (flip),1955_012b,1.0,,,,-1,,Les Baxter & His Orchestra,"Baxter, Les & His Orchestra",,,,Unchained Melody,Medic,2:35,,,,,,,Capitol 3055,45m,,n,Jazz,,Victor Young,,1955-04-30,,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,39.0,DJ,1955_039,14.0,14.0,8.0,1.0,5,,"McGuire Sisters, The","McGuire Sisters, The",,o/Dick Jacobs,,Rhythm 'N' Blues (Mama's Got The Rhythm - Papa's Got The Blues)*,Something's Gotta Give,2:51,,,,,,,Coral 61423,45m,,,Vocal,,Johnny Mercer,,1955-06-04,1955-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,39.0,BS (flip),1955_039b,2.0,,,,-1,,"McGuire Sisters, The","McGuire Sisters, The",,,,Something's Gotta Give,Rhythm 'N' Blues (Mama's Got The Rhythm Papa's Got The Blues),2:33,,,,,,,Coral 61423,45m,,,Vocal,,"Buddy Kaye, Jules Loman",,1955-06-25,,B9,,,,,B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,49.0,DJ,1955_049,14.0,14.0,6.0,1.0,6,,Jaye P. Morgan,"Morgan, Jaye P.",,o/H Winterhalter,,Swanee,The Longest Walk,2:12,,,,,,,RCA Victor 6182,45m,,,Rock,,"Edward Pols, Fred Spielman",,1955-08-20,1955-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,49.0,JB (flip),1955_049b,1.0,,,,-1,,Jaye P. Morgan,"Morgan, Jaye P.",,,,The Longest Walk,Swanee,2:22,,,,,,,RCA Victor 6182,45m,,,Rock,,"Irving Caeser, George Gershwin",,1955-10-08,,B7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,80.0,JB,1955_080,8.0,8.0,,1.0,11,,Eddie Fisher,"Fisher, Eddie",,o/Hugo Winterhalter,,Don't Stay Away Too Long,Song Of The Dreamer,2:28,,,,,,,RCA Victor 6196,45m,,,Vocal,,Eddie Curtis,,1955-08-27,1955-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,80.0,BS (flip),1955_080b,4.0,,,,-1,,Eddie Fisher,"Fisher, Eddie",,,,Song Of The Dreamer,Don't Stay Away Too Long,2:11,,,,,,,RCA Victor 6196,45m,,,Vocal,,"Al Hoffman, Dick Manning",,1955-09-03,,B18,B18,B18,B16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,82.0,DJ,1955_082,7.0,7.0,,1.0,11,t,"McGuire Sisters, The","McGuire Sisters, The",,o/Dick Jacobs,,Doesn't Anybody Love Me?,It May Sound Silly,2:46,45,,,,,,Coral 61369,45m,,,Vocal,,Ivory Joe Hunter,,1955-03-26,1955-04-09,20,16,11,18,12,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
